text,author,likes,replyCount,cleaned_text
The guy in the suit is Carter Burke from the movie aliens.,@cultivateyourself,0,0,the guy in the suit is carter burke from the movie aliens
"THANK YOU DANNY!! You are one of the very few that stop people talking over each other  I stop listening to podcasts where people talk over each other.  and as you say, it becomes unlistenable. The food problem is the foundation of health.",@janiceoliver-z3p,1,0,thank you danny you are one of the very few that stop people talking over each other  i stop listening to podcasts where people talk over each other  and as you say it becomes unlistenable the food problem is the foundation of health
Jack is ABSOLUTELY CORRECT!!! Listen to this man.,@GregChristofaro,1,0,jack is absolutely correct listen to this man
"David Rockefeller was a pedophile, there is woman who talks about her being groomed by him. Go down the rabbit hole.",@GregChristofaro,0,0,david rockefeller was a pedophile there is woman who talks about her being groomed by him go down the rabbit hole
"Big pharma boy demands to he heard but raises his voice and cuts off jack when he speaks... the makr of the politician's ""telling you facts"" but he wont givr hid kids the shot",@TheBitcoinWatcher,0,0,big pharma boy demands to he heard but raises his voice and cuts off jack when he speaks the makr of the politicians telling you facts but he wont givr hid kids the shot
Jack's fury is puzzling,@robertgrayraleigh,1,0,jacks fury is puzzling
Jack jack Jack jack Jack jack Jack jack Jack jack Jack jack let me talk.. LMAOThis guy reminds me of justin trudeau abd wont let jack speak,@TheBitcoinWatcher,0,0,jack jack jack jack jack jack jack jack jack jack jack jack let me talk lmaothis guy reminds me of justin trudeau abd wont let jack speak
I work for the canadian air force and i was forced to take the shot or i get fired.. the first shot i took got me super sick. I refuse to give my kids the shots and they have been doing great.My baby got trough covid perfectly fone with no shots 🙄,@TheBitcoinWatcher,0,0,i work for the canadian air force and i was forced to take the shot or i get fired the first shot i took got me super sick i refuse to give my kids the shots and they have been doing greatmy baby got trough covid perfectly fone with no shots face_with_rolling_eyes
This guy is just not our guy. He's just like the rest,@t0kigh02t7,0,0,this guy is just not our guy hes just like the rest
Did anyone fact-ckeck jacks claims about the publisher of the Means' book? Cant seem to corroborate his claims...at all,@allmixedup058,0,0,did anyone factckeck jacks claims about the publisher of the means book cant seem to corroborate his claimsat all
It's a Small Club and Only the Corrupt can Join and Make Billions.,@Brinjal-yu1vi,0,0,its a small club and only the corrupt can join and make billions
For those if you who have not watched jacks other big podcast i really recommend it so you all understand why he's so angry. I highly recommend it will open your eyes,@t0kigh02t7,0,0,for those if you who have not watched jacks other big podcast i really recommend it so you all understand why hes so angry i highly recommend it will open your eyes
Calley Look's Guilty. Why is he so Cagey and Just Doesn't Answer the questions?,@Brinjal-yu1vi,0,0,calley looks guilty why is he so cagey and just doesnt answer the questions
Notice the lobbiest hand on liquid death....just saying.,@tonygilbert6027,1,0,notice the lobbiest hand on liquid deathjust saying
Too much anger. Understandable But we need to be coolminded.,@jesperpetersen636,0,0,too much anger understandable but we need to be coolminded
Two guys who agree on 99% of things arguing over 1% of things.  Kinda like two soldiers debating strategy in the trenches getting picked off by snipers because they were talking too much lol.,@hieronyx,1,0,two guys who agree on  of things arguing over  of things  kinda like two soldiers debating strategy in the trenches getting picked off by snipers because they were talking too much lol
Why does Jack disapprove of  ongoing glucose monitors?,@hartvenessa,0,0,why does jack disapprove of  ongoing glucose monitors
Calley waffles a lot to say a little,@LuyahDunnit,0,0,calley waffles a lot to say a little
"i have read many of the comments and I do not necessarily disagree with them, but I would like to offer a potential alternative consideration. Think about all of the ""conspiracy theories"" going back decades that activists and journalists have tried to verify, expose, and publicize. How far did they get? Not far. Some may have even succumbed to early and questionable deaths, while others were imprisoned or publicly humiliated and discredited. The corrupt powers and the big money trail use mainstream media to brainwash the public. Exposing the truth is a chronic and dangerous uphill battle. Some times it may seem more safe to play along to get a foot in the door and to then show the bravery of Jack and Mary.  I personally appreciate that Caley and Casey Means have shed light on the corruption of big food and big pharma, as well as helping people to make better health choices. I wish we had more people like Jack and Mary, in this uphill battle, and there are more out there, but unless we, the masses, are willing to be so bold and active also, instead of armchair quarterbacking, how far do you think we will get? Thank you for this program.",@bonniepannell9722,0,0,i have read many of the comments and i do not necessarily disagree with them but i would like to offer a potential alternative consideration think about all of the conspiracy theories going back decades that activists and journalists have tried to verify expose and publicize how far did they get not far some may have even succumbed to early and questionable deaths while others were imprisoned or publicly humiliated and discredited the corrupt powers and the big money trail use mainstream media to brainwash the public exposing the truth is a chronic and dangerous uphill battle some times it may seem more safe to play along to get a foot in the door and to then show the bravery of jack and mary  i personally appreciate that caley and casey means have shed light on the corruption of big food and big pharma as well as helping people to make better health choices i wish we had more people like jack and mary in this uphill battle and there are more out there but unless we the masses are willing to be so bold and active also instead of armchair quarterbacking how far do you think we will get thank you for this program
He hasn't lost loved ones yet due to that garbage,@mariajohnson3506,0,0,he hasnt lost loved ones yet due to that garbage
"Transparency is like""I see dead people""",@mariajohnson3506,0,0,transparency is likei see dead people
Other countries know about the poisoning of the food we need that changed also,@mariajohnson3506,0,0,other countries know about the poisoning of the food we need that changed also
"Praise Yah wow an empath for the people!!!!!!!bless you doc yes crimes against humanity ,constitutional amendment!!!!! Stop kicking the can were not interested in another can kicker!!!!!!!!!!!!",@mariajohnson3506,0,0,praise yah wow an empath for the peoplebless you doc yes crimes against humanity constitutional amendment stop kicking the can were not interested in another can kicker
dr Jack Cruz  bravo👏👍🏻 you managed to debunked the guy who is camoulage in pharmaceutical industry.,@ewal6560,0,0,dr jack cruz  bravoclapping_handsthumbs_uplight_skin_tone you managed to debunked the guy who is camoulage in pharmaceutical industry
YT is as censored as the CCP these days.,@jefferyyounce5372,0,0,yt is as censored as the ccp these days
No child left behind!!!semper fi,@mariajohnson3506,1,0,no child left behindsemper fi
I lost my sister and my baby brother survived the leg clots and the aneurysm and now has cancer tell me about those shots!!!!!!!!,@mariajohnson3506,2,0,i lost my sister and my baby brother survived the leg clots and the aneurysm and now has cancer tell me about those shots
Unbearable to listen to. Arguing over each other is not good at all.,@karenmackie6591,2,0,unbearable to listen to arguing over each other is not good at all
Calley is obviously a pretty slimey guy,@sherylpokorny,0,0,calley is obviously a pretty slimey guy
Jack really my type of guy when it comes to these matters.,@Iamkaynellz,1,0,jack really my type of guy when it comes to these matters
Jack Kruse has balls as big as church bells! Legend! Glad he is fighting for our health!,@notmarealnameboi,0,0,jack kruse has balls as big as church bells legend glad he is fighting for our health
Talk about a word salad !,@daverivera4188,0,0,talk about a word salad 
This guy C is a little weird somehow. I don't think he will do anything,@Kathykatz27,0,0,this guy c is a little weird somehow i dont think he will do anything
Calley grossly underestimated uncle Jack and his knowledge😂,@tommysiera,1,0,calley grossly underestimated uncle jack and his knowledgeface_with_tears_of_joy
Calley is evading. Stop the jab. Simple. Have some guts dude.,@Kathykatz27,0,0,calley is evading stop the jab simple have some guts dude
The truth came ou! I am with Jack. This guy is a snake .,@angela2710,1,0,the truth came ou i am with jack this guy is a snake 
Never seen this guy Jack but he's an aggressive asshole and it's a real distraction from the conversation. Almost unlistenabke in some places because of his yelling.,@sarahmarie2832,1,0,never seen this guy jack but hes an aggressive asshole and its a real distraction from the conversation almost unlistenabke in some places because of his yelling
Jack would be dope if he could stop leveling more accusations at Calley while calley is answering the question or previous allegations jack made about him. Theres a reason more people dont believe The Truth and its because they let it be bandied about by dudes without the ability to converse. Jack just waits for his turn to talk the whole time.,@allmixedup058,1,0,jack would be dope if he could stop leveling more accusations at calley while calley is answering the question or previous allegations jack made about him theres a reason more people dont believe the truth and its because they let it be bandied about by dudes without the ability to converse jack just waits for his turn to talk the whole time
"Means is intolerable. I can't listen to this. Only a little ways in, and I'm done thanks to his obnoxious self.",@augustusbetucius2931,0,0,means is intolerable i cant listen to this only a little ways in and im done thanks to his obnoxious self
"I had never heard of this Means jack@ss until today. Holy cow is he totally and utterly obnoxious, and has zero idea how to have a conversation or dialogue. I hope to never hear from him again.",@augustusbetucius2931,0,0,i had never heard of this means jackss until today holy cow is he totally and utterly obnoxious and has zero idea how to have a conversation or dialogue i hope to never hear from him again
U-tube should be ashamed of censoring use of words covid and vaccine.  What the heck!,@alinarominger5341,1,0,utube should be ashamed of censoring use of words covid and vaccine  what the heck
That picture behind them reminds me of Pacific Palisades this last week.,@LarryEllis-z1f,0,0,that picture behind them reminds me of pacific palisades this last week
The laugh tells are deafening,@KilldeerMedia,0,0,the laugh tells are deafening
"Cally felt very uncomfortable when Jake confronted him with facts, he should ban the corn fructose.",@tangoyee,0,0,cally felt very uncomfortable when jake confronted him with facts he should ban the corn fructose
"Half of the podcast we listen word ""jack?"" ""Jack""? Waste of tyme this debate",@jordizbuciux8118,1,0,half of the podcast we listen word jack jack waste of tyme this debate
I love this episode.Jack has him studdering like the salesman on Green Acres..,@JUBABU4,2,0,i love this episodejack has him studdering like the salesman on green acres
"I don't disagree with Jack but he really needs to unbunch his panties and learn how to have a conversation like an adult. It's hard to take him seriously when he's acting like an over emotional 4 year old. EDIT: Jack Kruse is a narcissistic, delusional lunatic. If anyone is a plant I'd say it's him. He says he's fighting against the system and all the things that led to the jab and it's mandates but then behaves in such a way that makes it impossible to take anything he says seriously. It's people like him that allows ""the swamp"" to weaponize the term ""conspiracy theorist"". Whether he's willing to admit it or not the guy is likely going to do far more damage to the cause than good if he doesn't learn how to communicate properly and stop over reacting to every little thing and trying to turn every piece of info into a ""gotchya"" moment. At this point he reminds me more of a MSNBC personality than a doctor.",@xGryfter,1,1,i dont disagree with jack but he really needs to unbunch his panties and learn how to have a conversation like an adult its hard to take him seriously when hes acting like an over emotional  year old edit jack kruse is a narcissistic delusional lunatic if anyone is a plant id say its him he says hes fighting against the system and all the things that led to the jab and its mandates but then behaves in such a way that makes it impossible to take anything he says seriously its people like him that allows the swamp to weaponize the term conspiracy theorist whether hes willing to admit it or not the guy is likely going to do far more damage to the cause than good if he doesnt learn how to communicate properly and stop over reacting to every little thing and trying to turn every piece of info into a gotchya moment at this point he reminds me more of a msnbc personality than a doctor
I think calley shot himself in the foot with his bs and not willing to answer questions.,@loudle1,0,0,i think calley shot himself in the foot with his bs and not willing to answer questions
Great podcast but I think Jack was a bit out of line calling into question the death of Calleys mother.,@caseysmith6613,1,0,great podcast but i think jack was a bit out of line calling into question the death of calleys mother
My 4th child died 2 days after receiving her dpt jab which I was forced to have her have. It took years before it was banned. Other children are autistic due to it and the other 70 plus they are now forced to take.,@MacehuaAtStonehaven,0,0,my th child died  days after receiving her dpt jab which i was forced to have her have it took years before it was banned other children are autistic due to it and the other  plus they are now forced to take
"Pretty simple Cal, ban the shots until it has been PROVEN not harmful.",@8386marla,0,0,pretty simple cal ban the shots until it has been proven not harmful
"WE NEED A NUREMBERG 2.0, Cally, you frickin drip.",@sftita,1,0,we need a nuremberg  cally you frickin drip
"BOTH sides b e l i e v e they  are doing God's work.... and the  plan is v e r y old so, why should they stop believing what  they believe?  Here's part of  the  problem with using words  to  explain ourselves.... The End of the World to other  people means simply the end of an age.  LOLOL  Is i something to be feared?  As long  as we have new  generations of humans it is going to keep happening.  The only thing they are trying to  protect (with laughter?) are their jobs.    And maybe they  are being shrewd.",@MaryPinkHair,0,0,both sides b e l i e v e they  are doing gods work and the  plan is v e r y old so why should they stop believing what  they believe  heres part of  the  problem with using words  to  explain ourselves the end of the world to other  people means simply the end of an age  lolol  is i something to be feared  as long  as we have new  generations of humans it is going to keep happening  the only thing they are trying to  protect with laughter are their jobs    and maybe they  are being shrewd
"This lobbyist is kindly showing up all of his skills and tactics of how to mislead every topic to his side, which is always misleading to where he will sound good.But in this particular debate it was clearly seen that this lobbyist is ignorant and is willing to do every dirty bit to show the loyalty to his masters.Imagine a video of compiling every question that was originally asked and comparing it to what Calley actualy finally answered.",@Michael_Violet,10,1,this lobbyist is kindly showing up all of his skills and tactics of how to mislead every topic to his side which is always misleading to where he will sound goodbut in this particular debate it was clearly seen that this lobbyist is ignorant and is willing to do every dirty bit to show the loyalty to his mastersimagine a video of compiling every question that was originally asked and comparing it to what calley actualy finally answered
You can mute the entire podcast and release it,@sathyasekar5272,1,0,you can mute the entire podcast and release it
YT should be ashamed that they made the platform degrade in a way a litterally healthy discussion/talk needs to be censored AT ALL is sickening. The irony....,@AIroboticOverlord,0,0,yt should be ashamed that they made the platform degrade in a way a litterally healthy discussiontalk needs to be censored at all is sickening the irony
"Calley sounds like Justin Trudeau, I think they both went to the wef school of dance.",@barbb8225,1,0,calley sounds like justin trudeau i think they both went to the wef school of dance
Calley is a globalist.   Jack made him his bitch.,@barbb8225,1,0,calley is a globalist   jack made him his bitch
Jack Kruse and Mary applying the socratic method to get to the truth.......,@marianariverohaerdter620,0,0,jack kruse and mary applying the socratic method to get to the truth
Bobby Kennedy is a MIRACLE! Ok goodbye podcast!!!,@randybarnes612,0,2,bobby kennedy is a miracle ok goodbye podcast
God this guy is painful. And defo a government operative. He's the cancer of this world,@shentertainer6009,0,0,god this guy is painful and defo a government operative hes the cancer of this world
"Im only 11 minutes in, and already I've come to the conclusion that Calley is a self absorbed, bullshitter, so far up his own asshole. He's hard to stomach.",@navajojoe6021,0,0,im only  minutes in and already ive come to the conclusion that calley is a self absorbed bullshitter so far up his own asshole hes hard to stomach
He's making a fools argument. He epitomizes the typical medical administrative mindset of refusing to take responsibility.,@midlandernc7403,0,0,hes making a fools argument he epitomizes the typical medical administrative mindset of refusing to take responsibility
"Jack really pisses me off. Terrible, Terrible podcast guest. I keep wanting to turn this off but I want to hear what Cal has to say.",@ds7335,0,1,jack really pisses me off terrible terrible podcast guest i keep wanting to turn this off but i want to hear what cal has to say
"Jack rocks!! Calley is a total tool, a politician, a condescending jerk and a slimy asset of the dark side posing as a critic of Pharma but working for them. Classic psychology...",@johnwaynesmith5370,0,0,jack rocks calley is a total tool a politician a condescending jerk and a slimy asset of the dark side posing as a critic of pharma but working for them classic psychology
"I'm sorry but jack is being so disrespectful, condescending, and aggressive. Calley is great.",@ds7335,0,1,im sorry but jack is being so disrespectful condescending and aggressive calley is great
"OH MY GOD LET CALLIE EFFING TALK!!!!!!!! I literally can't watch this because of those other 2 hot heads.  Holy hell. Sorry, danny",@ds7335,0,3,oh my god let callie effing talk i literally cant watch this because of those other  hot heads  holy hell sorry danny
"Wow..just looked at the tucker interview,  such lies.    tucker needs to vet his guests much better.",@partlysunnydk,0,0,wowjust looked at the tucker interview  such lies    tucker needs to vet his guests much better
"13 mins in- Why is the conversation revolving around the most annoying person? He is so slimy. 'Jack, Jack, Jack'",@SpiritusBythos,0,1, mins in why is the conversation revolving around the most annoying person he is so slimy jack jack jack
"he stayed and dealt with the firestorm.. i believe Calley. Hes just waking up and had no idea how deep the rabbit hole goes and from a totally different world than Jack. Give him time. see what he does when his bosses do come to him and say something that triggers that seed Jack planted in him. hell,  he might even come back and talk about it and he and jack join forces. brilliant episode! thanks, Danny for bringing these two together for the epic talk!",@zer0divid3,0,2,he stayed and dealt with the firestorm i believe calley hes just waking up and had no idea how deep the rabbit hole goes and from a totally different world than jack give him time see what he does when his bosses do come to him and say something that triggers that seed jack planted in him hell  he might even come back and talk about it and he and jack join forces brilliant episode thanks danny for bringing these two together for the epic talk
You can clearly see Calley is scared shitless of Jack fing hilarious 😂 😃 😄 😁 🤣 ....,@slavsaratlic8197,1,0,you can clearly see calley is scared shitless of jack fing hilarious face_with_tears_of_joy smiling_face_with_open_mouth smiling_face_with_open_mouth_&_smiling_eyes grinning_face_with_smiling_eyes rolling_on_the_floor_laughing 
"The young man thinks this is his podcast, he keeps telling everyone to hold on about 200 times. Arrogance is such a turn off.",@TheLawrencetrinidad,0,0,the young man thinks this is his podcast he keeps telling everyone to hold on about  times arrogance is such a turn off
Methylene Blue and red light therapy maybe.  I don't think anyone can see my posts since I'm 100% shadow banned for years now,@lcotee,0,0,methylene blue and red light therapy maybe  i dont think anyone can see my posts since im  shadow banned for years now
vaccine vaccine vaccine vaccine covid covid covid covid,@nomvonglismerced4311,0,0,vaccine vaccine vaccine vaccine covid covid covid covid
Wow this Calley guy is slippery as F......!!!!! Talks a lot but says nothing!!!,@derekheelis4132,0,0,wow this calley guy is slippery as f talks a lot but says nothing
This Jack guy needs to go. Hold on. Hold on He needs to go!!!,@amjaluv4839,0,0,this jack guy needs to go hold on hold on he needs to go
This guy Calley seemed like I was listening to a salesman that I keep saying no to and he won't stop trying to make his sale. He is a master manipulator.,@Flowtester1,0,0,this guy calley seemed like i was listening to a salesman that i keep saying no to and he wont stop trying to make his sale he is a master manipulator
Not a fan of some of the word salads political speak from Calley.  I now share Jacks concerns about him.,@cbrown8294,0,0,not a fan of some of the word salads political speak from calley  i now share jacks concerns about him
I'm leaving from that BS.....,@yolantadianow1584,0,0,im leaving from that bs
"Policy  policy,policy,policy.......BS,  BS,   BS,,  BS❤❤❤❤   Dead people in my group of friends,  4 cancers , 2 immune system horrors  , 2 hart attacks.  And you need POLICY   !!!!!!!!!!! Your hold on  ,hold on     hold on is twisted mind and you scared tell the true  !!!!!!.  How many deaths you need....did you take 5 jabs by yourself??????",@yolantadianow1584,0,0,policy  policypolicypolicybs  bs   bs  bsred_heartred_heartred_heartred_heart   dead people in my group of friends   cancers   immune system horrors    hart attacks  and you need policy    your hold on  hold on     hold on is twisted mind and you scared tell the true    how many deaths you needdid you take  jabs by yourself
I don't quite understand why there bashing this dude and bringing to light that pharma and food are killing people seems like the same agenda,@kurt5312,0,2,i dont quite understand why there bashing this dude and bringing to light that pharma and food are killing people seems like the same agenda
"Jack, Jack, Jack... this could have been a great discussion",@CatylisticRevo62,0,0,jack jack jack this could have been a great discussion
So too bad for people my daughter and my new grandson who they tried to force the vaccine on?  Will having a conversation help if they or others are harmed while you talk or just too bad for them?,@tinamccabe6961,2,0,so too bad for people my daughter and my new grandson who they tried to force the vaccine on  will having a conversation help if they or others are harmed while you talk or just too bad for them
"I am done now I swear. This is a heater. I cannot remain commentless for some reason but for the sake of us all, i am going to have some dinner and leave this bout in the hands of Jack. Great job Champ!",@austinisfullpleasedontmove653,0,0,i am done now i swear this is a heater i cannot remain commentless for some reason but for the sake of us all i am going to have some dinner and leave this bout in the hands of jack great job champ
Wait did he say he wrote a book about a trans flamingo? Calley needs a hug and a padded room. Throw that sister in there as well. I bet she is tougher than that guy. Pretty sad. You go calle. Get that flamingo and you guys go preen it out at brunch. Leave fixing shit to folks that are interested in correcting your folks screw ups. So sensitive....,@austinisfullpleasedontmove653,0,0,wait did he say he wrote a book about a trans flamingo calley needs a hug and a padded room throw that sister in there as well i bet she is tougher than that guy pretty sad you go calle get that flamingo and you guys go preen it out at brunch leave fixing shit to folks that are interested in correcting your folks screw ups so sensitive
"Send Cali to live in Suisse-land. With Schwab. He can park his cars or something  all the while maintaining his prestige as an Uber Alles. When i think of our country and the fight for truth and freedom....well just drive bt my place in the ATX. I fly a flag that i had made, sporting Jack in those glasses and that hat. He is the sort that we need. Morgan Luttrell needs to come on here as well. Marcus would be cool but Morgan is a machine and is standing up for us all. And i used to be a liberal 10 years ago.",@austinisfullpleasedontmove653,0,0,send cali to live in suisseland with schwab he can park his cars or something  all the while maintaining his prestige as an uber alles when i think of our country and the fight for truth and freedomwell just drive bt my place in the atx i fly a flag that i had made sporting jack in those glasses and that hat he is the sort that we need morgan luttrell needs to come on here as well marcus would be cool but morgan is a machine and is standing up for us all and i used to be a liberal  years ago
"Put Jack and Calley in the Thunderdome, and let them settle this in Mad Max fashion.",@TheMaskedMeower,0,0,put jack and calley in the thunderdome and let them settle this in mad max fashion
"Jack is brilliant,  calley is a smooth talker",@laurellancaster1656,0,1,jack is brilliant  calley is a smooth talker
"Since there is hardly a reasonable comment here on Calley... It seems clear Jack goes in on the attack to read their body language regardless of what they say. Calley was not really ready for this and stumbled through a very uncomfortable interview. He did about as good as could be expected. Far better than I could have done. I think the Means' are genuine and have good things to say. I think Jack also has many interesting, potentially earth shattering things to say. Both should be viewed critically and skeptically.",@RobtotheRyan,0,0,since there is hardly a reasonable comment here on calley it seems clear jack goes in on the attack to read their body language regardless of what they say calley was not really ready for this and stumbled through a very uncomfortable interview he did about as good as could be expected far better than i could have done i think the means are genuine and have good things to say i think jack also has many interesting potentially earth shattering things to say both should be viewed critically and skeptically
Jack! Thank YOU!Knowledge is Power!Tell It like it is.,@marguerite5703,0,0,jack thank youknowledge is powertell it like it is
No more comments from me i swear,@austinisfullpleasedontmove653,0,0,no more comments from me i swear
Jack is a medical interrogator ninja and a monster debater. I almost feel sorry for Calle but he spits truth fearlessly and it is like watching an episode of Bully Beatdown without the bully. Just a lad who is driven by cash and obfuscation.,@austinisfullpleasedontmove653,0,0,jack is a medical interrogator ninja and a monster debater i almost feel sorry for calle but he spits truth fearlessly and it is like watching an episode of bully beatdown without the bully just a lad who is driven by cash and obfuscation
"Man is super frustrating that you interrupt debate to do your ads bud. I love the channel and content you provide but thats so irritating on every video rhat i had to pause and once again type this out. Why dont hou just do an ad read break or knock it out at the beginning like Lex? Or if theres an intermission,  great. Its just mid conversation, you throw it all off at terrible times and destroy the momentum and more importantly the focus on discussion",@bobbysweeney5377,0,1,man is super frustrating that you interrupt debate to do your ads bud i love the channel and content you provide but thats so irritating on every video rhat i had to pause and once again type this out why dont hou just do an ad read break or knock it out at the beginning like lex or if theres an intermission  great its just mid conversation you throw it all off at terrible times and destroy the momentum and more importantly the focus on discussion
Excellent job Danny! This was a banger for sure. You have come a long way from filming drunken deckhands and i have been along the entire time.,@austinisfullpleasedontmove653,4,0,excellent job danny this was a banger for sure you have come a long way from filming drunken deckhands and i have been along the entire time
"Hate to comment again but I have to give thanks to Dr. Peter McCullough who i heard trying to make his points heard to our ignorant leaders here in the once great State of Texas. Because of his credentials and his info i refused the jab and still live a healthy life. The funny thing about it all is you never ever hear an apology from the smug ilk of Karens both male and female that made up the blindly ignorant pro experimental injection regime. From big pharma all the way down to the passerbys sporting facmasks and praising the lock down. Where are they now? No apology. No admitting how uninformed and brain washed they are. Oh well, go get your shots!",@austinisfullpleasedontmove653,0,0,hate to comment again but i have to give thanks to dr peter mccullough who i heard trying to make his points heard to our ignorant leaders here in the once great state of texas because of his credentials and his info i refused the jab and still live a healthy life the funny thing about it all is you never ever hear an apology from the smug ilk of karens both male and female that made up the blindly ignorant pro experimental injection regime from big pharma all the way down to the passerbys sporting facmasks and praising the lock down where are they now no apology no admitting how uninformed and brain washed they are oh well go get your shots
Harvard boy was rubbing elbows with the modern day Hitler at the WEF. Enough said. Get a rope. Calm down YouTube. Get a rope is no one being mean. It is from a Pace Picante Sauce commercial aired back before you existed. It is intended to bring levity. Your gen doesn't understand humor like this. Nor will you ever. Just know that i am in no way suggesting that anyone should harm this fellow. Even if he does crave the approval of Klaus Schwab. Mercy this world is a clown show.,@austinisfullpleasedontmove653,0,0,harvard boy was rubbing elbows with the modern day hitler at the wef enough said get a rope calm down youtube get a rope is no one being mean it is from a pace picante sauce commercial aired back before you existed it is intended to bring levity your gen doesnt understand humor like this nor will you ever just know that i am in no way suggesting that anyone should harm this fellow even if he does crave the approval of klaus schwab mercy this world is a clown show
Pretty hilarious that covid is now a bad word that can no longer be mentioned on YouTube. Maybe all the Youtube crew will get vaxed and boosted this season! They deserve it indeed!,@austinisfullpleasedontmove653,0,0,pretty hilarious that covid is now a bad word that can no longer be mentioned on youtube maybe all the youtube crew will get vaxed and boosted this season they deserve it indeed
A message of light??? 😂,@victorvicena,0,0,a message of light face_with_tears_of_joy
"His LinkedIn page is poorly written, as is his website; I did find it strange that he went to Harvard and wrote multiple books, but he writes like an eighth grader.",@JasonLaveKnotts,0,0,his linkedin page is poorly written as is his website i did find it strange that he went to harvard and wrote multiple books but he writes like an eighth grader
Good question.. To jabbed Australians and every country. Its the jab plus rediculous greed with a care. Good on you for your book it will help. Sorry for the loss of your Mum. The jab i imagine she got?,@debclarke1746,0,0,good question to jabbed australians and every country its the jab plus rediculous greed with a care good on you for your book it will help sorry for the loss of your mum the jab i imagine she got
"Longer that the pharma guy WONT answer the question, delegitimizes himself.  Love the doctor.  Straight, no BS, well versed, did his research.",,0,0,longer that the pharma guy wont answer the question delegitimizes himself  love the doctor  straight no bs well versed did his research
Jack is a FN Rockstar! Dude is a straight shooter. Whether you like him or not,@daleblast5379,1,0,jack is a fn rockstar dude is a straight shooter whether you like him or not
Very impressive that the DoD allowed this conversation to be had.,@AppealToHeaven,0,0,very impressive that the dod allowed this conversation to be had
What was the Reko case?,@FionaWestbury,0,0,what was the reko case
"The reality is that there are multiple issues. Food, vaccines, prescription drugs, water quality, health insurance, etc.etc.etc. Basically, we all agree.",@dsm19581,0,0,the reality is that there are multiple issues food vaccines prescription drugs water quality health insurance etcetcetc basically we all agree
700 deaths in the first month. Should it stop? It's not a tough question to a normal person.,@evngeo6611,1,1, deaths in the first month should it stop its not a tough question to a normal person
"Jack is right about the jabs but his beligerant attitude, interrupting and arrogance make it impossible to listen to him.",@FionaWestbury,0,0,jack is right about the jabs but his beligerant attitude interrupting and arrogance make it impossible to listen to him
"42 minutes in, I don't think I can finish this. This guy slows the convo, redirects, and fills the space worth pointless detail. Like straight from VP Harris. It's frustrating to listen to.",@MrTommyrite,1,0, minutes in i dont think i can finish this this guy slows the convo redirects and fills the space worth pointless detail like straight from vp harris its frustrating to listen to
This dude is so full of shit,@wllgrffn,0,0,this dude is so full of shit
yes or no Danny why are you letting Means dance around yes or no your mediator here Jack is asking yes or no questions Means answer without saying YES or NO ????????????,@Allen-cg2mj,1,0,yes or no danny why are you letting means dance around yes or no your mediator here jack is asking yes or no questions means answer without saying yes or no 
"1:51:21 is a classic few moments that are, i think, prophetic! ...Edit: followed by a statement:  1:52:06  :)",@pbsluvr312,0,0, is a classic few moments that are i think prophetic edit followed by a statement    
whether jack is right nor not he just comes off like a giant prick. lmao i had no idea who he is but by the end of the first half i fucking hate that guy.,@andrewdeen1,1,0,whether jack is right nor not he just comes off like a giant prick lmao i had no idea who he is but by the end of the first half i fucking hate that guy
"Seven thousand comments, two hundred thousand views.  Take that Youtube!",@pbsluvr312,0,0,seven thousand comments two hundred thousand views  take that youtube
"1:46:32 ""Jack, Jack, Jack, ....there might be mind control and we're puppets in a larger plan, but let me be clear on the one point of ignorance vs fraud:  clearly fraud, Jack, Jack, Jack, Jack.  So let me stop you again, Jack...""   followed by 2:01:26 Blam!",@pbsluvr312,0,0, jack jack jack there might be mind control and were puppets in a larger plan but let me be clear on the one point of ignorance vs fraud  clearly fraud jack jack jack jack  so let me stop you again jack   followed by  blam
Cally Means sounds like your topical government official dancing around the real questions I'm with Jack DONT TRUST HIM period!!!!!!,@Allen-cg2mj,0,0,cally means sounds like your topical government official dancing around the real questions im with jack dont trust him period
"Thank you, Jack Kruse!",@Challender,0,0,thank you jack kruse
"Hey Jack ,you want to know how fool you are?Do you know that ww1 and ww2 (that you just mention)were fight for the bankers that you just mention?So you went to europe to fight your own Christian cousins on the side of Communist Stalin  for the bankers  and Calley is to blame and you going to fix it shouting you mouth?",@rafaelmartorell1561,0,0,hey jack you want to know how fool you aredo you know that ww and ww that you just mentionwere fight for the bankers that you just mentionso you went to europe to fight your own christian cousins on the side of communist stalin  for the bankers  and calley is to blame and you going to fix it shouting you mouth
"this bitcoin clown with that swagger, trying to look like he is a tough guy is a caricature.He shouldn't be participating in any dialogue ,much less with decent people.If he truly feels that the powerful have crossed the line(which is true) then he should physically fight against the the system like the men of action not of words.This clown SAint clous has jumped out of reality and gotten into a movie, go out there  s=,shut your big mouth and fight like the the men you think you are in your own film.",@rafaelmartorell1561,0,0,this bitcoin clown with that swagger trying to look like he is a tough guy is a caricaturehe shouldnt be participating in any dialogue much less with decent peopleif he truly feels that the powerful have crossed the linewhich is true then he should physically fight against the the system like the men of action not of wordsthis clown saint clous has jumped out of reality and gotten into a movie go out there  sshut your big mouth and fight like the the men you think you are in your own film
Yes. I listened and drew my own conclusion...that Jack Kruse is a flipping moron.,@3buzzy,1,1,yes i listened and drew my own conclusionthat jack kruse is a flipping moron
He works for them,@bmc6085,0,0,he works for them
