text,author,likes,replyCount,cleaned_text
"Owned by Paypal, owned by Ebay, controlled by Vanguard who are Blackrocks only real competitors. Class video, very good!",@freepartytunes,0,0,owned by paypal owned by ebay controlled by vanguard who are blackrocks only real competitors class video very good
Does DontPayFull do the same thing as honey?,@hudyUT,0,0,does dontpayfull do the same thing as honey
"The YouTube channel Rex Salisbury, only slight modified and lifted the thumbnail artwork from your video.",@waltonchunky904,0,0,the youtube channel rex salisbury only slight modified and lifted the thumbnail artwork from your video
"So, what you're also saying, is that these influencers promote a product of which they have no knowledge at all. They accept the sponsor, get paid, and then the extention pretty much backfires on them for not checking what it does...The irony is hilarious",@outty84,2,1,so what youre also saying is that these influencers promote a product of which they have no knowledge at all they accept the sponsor get paid and then the extention pretty much backfires on them for not checking what it doesthe irony is hilarious
Honey might have assasinated him.,@Videoforthewin,0,0,honey might have assasinated him
any news on the next video? Or is he already missing?,@localhouseplug,0,0,any news on the next video or is he already missing
We need a part 2,@CommatheCatboy,2,0,we need a part 
WHERES THE SECOND VIDEO GIMME PART TWOOOO,@nish3603,0,0,wheres the second video gimme part twoooo
are u still alive? making a wellfare check... lol,@wintermutevsneuromancer8299,1,0,are u still alive making a wellfare check lol
Who's here from Gamers' Nexus :) ?,@jaimelapolitique349,1,0,whos here from gamers nexus  
"""What's the catch?"" ""Well, here is the catch""",@Atguest,0,0,whats the catch well here is the catch
Who else is here from Charlie,@Thecrazygamerkid0616,0,0,who else is here from charlie
This video is another example of how journalism has left the news agencies and into the hands of everyday people. Thank you.,@TheWeirdMusic,10,0,this video is another example of how journalism has left the news agencies and into the hands of everyday people thank you
"Markiplier said they were a scam YEARS ago, like in 2020 or 2019!!",@kayleejeffrey4104,0,0,markiplier said they were a scam years ago like in  or 
Steve Burke sent me. Who is not surprised to see Linus-the-Scumbag prominently shown and mentioned in this expose? Cheers!,@blackrifle6736,0,0,steve burke sent me who is not surprised to see linusthescumbag prominently shown and mentioned in this expose cheers
"What about the codes that pop in Honey when clicking influencer's affiliate and code says ""Meggie30"" or ""insert_influencer_name20""? I've came across such and now I wonder if this is even more deceiving practice, because that influencer actually receives nothing. I as a consumer aware of affiliates am thinking that she/he does get commission. Wow, this is bad.",@barbaraaguirre9831,0,0,what about the codes that pop in honey when clicking influencers affiliate and code says meggie or insertinfluencername ive came across such and now i wonder if this is even more deceiving practice because that influencer actually receives nothing i as a consumer aware of affiliates am thinking that shehe does get commission wow this is bad
Where the fuck is the next part,@thetruegraham,6,0,where the fuck is the next part
"This was fascinating in itself, but it was also illuminating in showing what a scuzzy outfit LMG is. Linus knew what was going on years ago and let his subscribers continue to to get ripped off because his position is ""Not my problem"".",@gooner9038,0,0,this was fascinating in itself but it was also illuminating in showing what a scuzzy outfit lmg is linus knew what was going on years ago and let his subscribers continue to to get ripped off because his position is not my problem
"All influencers? No, not this guy in 2019! https://www.youtube.com/live/tFQ1KIfIMmQ?t=2072s",@Joe-n6h2l,1,0,all influencers no not this guy in  
its sound CRIMINAL to me.,@ghostgutarist5234,0,0,its sound criminal to me
"Linus Tech Tips needs to take responsibility for not saying anything, THEN partnering with another company that does the same thing.",@gamerhex7335,1,0,linus tech tips needs to take responsibility for not saying anything then partnering with another company that does the same thing
Anybody that believed there was no catch for using Honey should stop using the internet while they're ahead.,@audiogarden21,0,0,anybody that believed there was no catch for using honey should stop using the internet while theyre ahead
Shocking that LMG and MrBeast could be in the top three promoting this 🤔,@theboomfish,0,0,shocking that lmg and mrbeast could be in the top three promoting this thinking_face
"Thanks Steve, Legal Eagle and MegaLag",@DarkAge69,1,0,thanks steve legal eagle and megalag
Dude unleashed the flood gates.,@MiGujack3,0,0,dude unleashed the flood gates
It would be funny if this video is sponsored by honey😂😂😂,@balls-nz4cs,0,0,it would be funny if this video is sponsored by honeyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
"When you see a influencer plugging a dodgy browser which when you go to some other website try to automatically install that browser on your computer you just know you should be installing it NOT !! , there is a lot of influencers on YouTube which have already sold their soul to the devil for cash .",@peteradshead2383,0,0,when you see a influencer plugging a dodgy browser which when you go to some other website try to automatically install that browser on your computer you just know you should be installing it not   there is a lot of influencers on youtube which have already sold their soul to the devil for cash 
"Linus did not start the fire, he just left the building and never pulled the fire alarm. This is what he is guilty of.  This is who he is.",@percival23,1,0,linus did not start the fire he just left the building and never pulled the fire alarm this is what he is guilty of  this is who he is
"Uhhh dude, cliff hanger? Is there going to be more?",@RElizabeth,1,0,uhhh dude cliff hanger is there going to be more
"all this sounds incredibly illegal,  they should compensate every person whose link got poached.",@buibuiopolismayor7329,0,0,all this sounds incredibly illegal  they should compensate every person whose link got poached
Hey uh megalag can you please tell me some thing i have a small youtube channel and on my most recent video somebody commented that i was doing fantastic but they said how to transfer okx to usdt or somth to binance with a wallet seed please tell me what is going on cause i play games and i dont know about wallets please tell me if this is a scam or not cause idk and i have delletd a comment Please notify me,@realjerryplush,0,0,hey uh megalag can you please tell me some thing i have a small youtube channel and on my most recent video somebody commented that i was doing fantastic but they said how to transfer okx to usdt or somth to binance with a wallet seed please tell me what is going on cause i play games and i dont know about wallets please tell me if this is a scam or not cause idk and i have delletd a comment please notify me
It's wild that jartelt from the Y Combinator post first mentioned this 5 YEARS AGO! And he had read it somewhere before that too. Geez...,@SpaceTed,0,0,its wild that jartelt from the y combinator post first mentioned this  years ago and he had read it somewhere before that too geez
As soon as I heard of Honey I knew they would be selling your buying data but never knew it was this bad,@hansjongenburger,0,0,as soon as i heard of honey i knew they would be selling your buying data but never knew it was this bad
Oh no someone scamming influencers,@isthisreva7878,0,0,oh no someone scamming influencers
"I had honey, but it never found codes, so I never used it XD",@Jackty89,0,0,i had honey but it never found codes so i never used it xd
This video reminds me of when Drew Gooden said that his Honey awoke from a three year coma when he was buying random things on the internet.,@osore_rareru,0,0,this video reminds me of when drew gooden said that his honey awoke from a three year coma when he was buying random things on the internet
"I don't believe Mr. Beast is a bad guy, after all he's done for the disable & poor country when many government fail to do, and Mr. Beast getting money in the process is acceptable to me.",@therecogniser2122,0,0,i dont believe mr beast is a bad guy after all hes done for the disable  poor country when many government fail to do and mr beast getting money in the process is acceptable to me
When is part 2 releasing,@sandeepkark,2,0,when is part  releasing
bro whens the next video??,@keeshectors8261,2,0,bro whens the next video
even i'm from Chile... i've missed out the honey sponsoring thranks to sponsorblock!,@FaiTCRaH,0,0,even im from chile ive missed out the honey sponsoring thranks to sponsorblock
I shoulda listened to Markiplier,@uberrr-su5vq,0,0,i shoulda listened to markiplier
I feel like this guy really missed a trick by splitting these videos up. I feel like the situation has sort of cannibalised itself now,@tobesxd,1,0,i feel like this guy really missed a trick by splitting these videos up i feel like the situation has sort of cannibalised itself now
What's funny AF is Linus ALWAYS be commenting on anyone's video if it mentions him or his products.  Where's he now?  Where's he now??,@Ske-bebe,1,0,whats funny af is linus always be commenting on anyones video if it mentions him or his products  wheres he now  wheres he now
Great Part 1. But where's Part 2? Is there a Part 2? Is Part 2 a scam too?,@SuckaFreeBoss,3,1,great part  but wheres part  is there a part  is part  a scam too
Honey is like Robin Hood except if Robin Hood kept 99.99999999% of his profits and also paid the rich people off himself.,@username5155,3,0,honey is like robin hood except if robin hood kept  of his profits and also paid the rich people off himself
I wanna know your thoughts on pawns app. Its a growing community allowing individuals to make a passive income by taking surveys or sharing unused internet bandwith( I dont recommend doing this it seems too much sketchy). Personally im doing surveys and some tasks regarding playing games. I really liked your research on honeygain. Would love to hear your thoughts. Thanks!,@Inocstaysalive,1,0,i wanna know your thoughts on pawns app its a growing community allowing individuals to make a passive income by taking surveys or sharing unused internet bandwith i dont recommend doing this it seems too much sketchy personally im doing surveys and some tasks regarding playing games i really liked your research on honeygain would love to hear your thoughts thanks
Megalag we're worried--is pt. 2 of the video coming out? Are you alive??,@tjovaughn,5,0,megalag were worriedis pt  of the video coming out are you alive
There's little logic in your claim this sounds quite normal and understandable. It's only mildly problematic if you actually could prove that they intentionally come up on sites that they know they don't have a coupon at. It's kinda weird how YouTubers try to make such a big issue out of a small strategic move...,@hosseinrahimi6045,1,0,theres little logic in your claim this sounds quite normal and understandable its only mildly problematic if you actually could prove that they intentionally come up on sites that they know they dont have a coupon at its kinda weird how youtubers try to make such a big issue out of a small strategic move
Markiplier knew it all along,@mggemr1754,0,0,markiplier knew it all along
"Damn, they got us",@wirosableng25,0,0,damn they got us
"They wanted Honey, they got shown the Moon 😂😂",@fridaycaliforniaa236,1,0,they wanted honey they got shown the moon face_with_tears_of_joyface_with_tears_of_joy
I removed Honey after using it for a short time because it did interfere with my purchase. I considered it full of bugs.,@barrymerritt3727,0,0,i removed honey after using it for a short time because it did interfere with my purchase i considered it full of bugs
Bureau of Consumer Relations needs to take a hold of this one.,@ExpressBrick,0,0,bureau of consumer relations needs to take a hold of this one
"First click is actually the easiest of the three.  It requires NO additional code.  Last click is a SCAM and requires additional code.  So, it was not implemented because it is the easiest as you mention.  It was implemented to steal money from the rightful recipient.",@michealmorrow1481,0,0,first click is actually the easiest of the three  it requires no additional code  last click is a scam and requires additional code  so it was not implemented because it is the easiest as you mention  it was implemented to steal money from the rightful recipient
4:53 the gasp I just let out no way 😭,@Amberrx2024,1,0, the gasp i just let out no way loudly_crying_face
Can't wait to see this class action case,@phreakhead,0,0,cant wait to see this class action case
They call him MegaLag because there's a mega lag between uploads,@DanielleAlek,7,3,they call him megalag because theres a mega lag between uploads
Anyone taking advice from influencers is the real fool here.,@neptunesblood,0,0,anyone taking advice from influencers is the real fool here
Does Capital One rewards do the same?,@bradleyrowbottom5892,0,0,does capital one rewards do the same
"Reading these comments, it's funny how all these Gen Z idiots thinks their dads are smart because they figured out that Honey is a scam. Well, they're not smart, necessarily, they're just from a generation that nominally understands critical thinking but also understands that if they don't understand how a for-profit business is making money, then the way they're doing it is either illegal, or they're not making money. Period.",@John-tr5hn,0,0,reading these comments its funny how all these gen z idiots thinks their dads are smart because they figured out that honey is a scam well theyre not smart necessarily theyre just from a generation that nominally understands critical thinking but also understands that if they dont understand how a forprofit business is making money then the way theyre doing it is either illegal or theyre not making money period
"Affiliate commissions are scams in the first place, so why should I care? It's like getting upset that a big drug cartel extorted smaller drug cartels.",@John-tr5hn,0,0,affiliate commissions are scams in the first place so why should i care its like getting upset that a big drug cartel extorted smaller drug cartels
He never explained what the last missing thing was that he figured out? Why Honey did sometimes find good deals and sometimes didn't steal the last click attribution?,@tailee3028,0,0,he never explained what the last missing thing was that he figured out why honey did sometimes find good deals and sometimes didnt steal the last click attribution
5 hours ago: GamersNexus Files New Lawsuit Against PayPal & Honey,@MrAgmoore,2,0, hours ago gamersnexus files new lawsuit against paypal  honey
You just wake up the whole internet. Good Job!,@NGUNOW,0,0,you just wake up the whole internet good job
So what's the catch.What's free can truly be expensive.... especially when for-profit company pay 4 billion to acquire it. (money/honey must come from somewhere),@michaelwang6125,0,0,so whats the catchwhats free can truly be expensive especially when forprofit company pay  billion to acquire it moneyhoney must come from somewhere
Does Elon still own PayPal,@brianross9235,0,1,does elon still own paypal
It seems that Rakuten also offers a browser extension. Their business model is to take the commission and give the customer a part of that commission.,@greggleswong,0,0,it seems that rakuten also offers a browser extension their business model is to take the commission and give the customer a part of that commission
"How can you guys be taken seriously, like, ever again? Y'all are just internet grifters lol",@adamross4295,0,0,how can you guys be taken seriously like ever again yall are just internet grifters lol
I very rarely buy anything that a YouTuber is sponsored by. 99% of anything sponsored sucks. There's a reason why so many YouTubers have the exact same sponsors.,@evolancer211,0,0,i very rarely buy anything that a youtuber is sponsored by  of anything sponsored sucks theres a reason why so many youtubers have the exact same sponsors
"Has anyone reported the Honey browser extensions Apps to Firefox Browser Add-Ons, Chrome Web Store, Google Play (for Android phones), Edge Add-Ons (for Microsoft Edge), and Apple's App Store (for iOS devices) to have them taken down? These allegations make it clear that these browser extensions and apps are Trojan horses and are malware.",@jnvivian,1,0,has anyone reported the honey browser extensions apps to firefox browser addons chrome web store google play for android phones edge addons for microsoft edge and apples app store for ios devices to have them taken down these allegations make it clear that these browser extensions and apps are trojan horses and are malware
"Ok Fine, I take back what I said........I no longer mind waiting half a year for your quality content",@psps6623,1,0,ok fine i take back what i saidi no longer mind waiting half a year for your quality content
Wow you got more views then followers 🎉🎉,@bn5911,0,0,wow you got more views then followers party_popperparty_popper
GN sent me. Great reporting!,@vnineb,1,0,gn sent me great reporting
"My father once told me: Don't trust stuff that is advertised as free, cause you don't know the price.I honestly hadn't thought about it until I saw your video, and I'm glad I did. Keep up the good work. I'm looking forward to part 2.I bet Honey pressured stores into paying them by threatening to give customers the really good deals, like 60% or so, and then only giving the smaller deals if the stores paid. Am I right?",@FowlManor,0,0,my father once told me dont trust stuff that is advertised as free cause you dont know the pricei honestly hadnt thought about it until i saw your video and im glad i did keep up the good work im looking forward to part i bet honey pressured stores into paying them by threatening to give customers the really good deals like  or so and then only giving the smaller deals if the stores paid am i right
Honey just sounds like a metaphor letting all of the influencers AA the bees to do all the work getting customers then they just STEAL the honey*,@madyp.8978,0,0,honey just sounds like a metaphor letting all of the influencers aa the bees to do all the work getting customers then they just steal the honey
"YouTubers that were scammed by Honey and ended their partnerships with the sca-- I mean, the ""service"" could have openly said what was going on and asked followers to not use the extension anymore, at least with their affiliate links?I'm asking because there's always a chance corporate lawyers could show up at their homes with C&D orders for them to stop defaming the brand or something among those lines.",@StarFoxZX315,0,0,youtubers that were scammed by honey and ended their partnerships with the sca i mean the service could have openly said what was going on and asked followers to not use the extension anymore at least with their affiliate linksim asking because theres always a chance corporate lawyers could show up at their homes with cd orders for them to stop defaming the brand or something among those lines
"If you are brain dead and believe anything paid manipulators say, you deserve to be ripped off. How dumb are people?",@corey8677,0,0,if you are brain dead and believe anything paid manipulators say you deserve to be ripped off how dumb are people
I dont get why lying and scamming is such a big deal. The US elected a president who built an entire life on those concepts. Elon musk became the richest dude doing the same thing,@Rocksteady8519,0,1,i dont get why lying and scamming is such a big deal the us elected a president who built an entire life on those concepts elon musk became the richest dude doing the same thing
Influencers should be held responsible as well!,@Matt-YT,1,0,influencers should be held responsible as well
"I am glad LMG ended the sponsorship, but I wish they were more public with this issue like you said.",@morpheus_9,3,0,i am glad lmg ended the sponsorship but i wish they were more public with this issue like you said
It never found me good coupons codes so I got rid of it. I use Capital One Shopping instead because it has up to 70% cash back.,@MichaelAllRekt,0,0,it never found me good coupons codes so i got rid of it i use capital one shopping instead because it has up to  cash back
"It's insane how this went unnoticed for so long, and paypal is supporting this!",@ajnabee01,3,0,its insane how this went unnoticed for so long and paypal is supporting this
Guys make this go viral,@irenekavanagh3943,1,2,guys make this go viral
Thanks for your work. It's really a shame LTT didn't make such a video when they found out.,@stivnov,48,0,thanks for your work its really a shame ltt didnt make such a video when they found out
i was skeptical of the ad from the start,@CevioEvion,0,0,i was skeptical of the ad from the start
hurry tf up with part 2,@TheOfficialIndustrialStatic69,0,1,hurry tf up with part 
Can you do on Amazon 'dynamic' pricing?,@avieshek,0,0,can you do on amazon dynamic pricing
And no one went to jail... the end,@TroyLeahy,1,0,and no one went to jail the end
Excellent... I liked your video 9 times ...👍👍 .. good work keep it up 👍,@faisal163,0,0,excellent i liked your video  times thumbs_upthumbs_up  good work keep it up thumbs_up
❤❤❤❤❤❤ ✨✨✨✨✨ Good Idea 👍👍👍👍,@faisal163,0,0,red_heartred_heartred_heartred_heartred_heartred_heart sparklessparklessparklessparklessparkles good idea thumbs_upthumbs_upthumbs_upthumbs_up
"It makes perfect sense that PayPal, the app that unified the most evil people with money, is behind this",@yobamos2158,1,1,it makes perfect sense that paypal the app that unified the most evil people with money is behind this
"I stopped using honey some time ago. I didn't know they were doing any shady stuff, I just hated that I had honey installed for about a year and not once did it ever find any coupons. So I got rid of it. Why keep a useless app on my computer.",@wolffe6044,1,0,i stopped using honey some time ago i didnt know they were doing any shady stuff i just hated that i had honey installed for about a year and not once did it ever find any coupons so i got rid of it why keep a useless app on my computer
Sounds like something Elon Musk would do.,@Choc_Chilla,3,1,sounds like something elon musk would do
"Congrats bro, you caused a revolt",@naxwit,2,0,congrats bro you caused a revolt
May I ask about 11:33 Why the date of purchase is from 2021? Does that mean that the whole investigation took more than 3 years ?,@mikas3322,0,0,may i ask about  why the date of purchase is from  does that mean that the whole investigation took more than  years 
"Free money indeed, but not for us",@JTanis,1,0,free money indeed but not for us
This is so deeply unsettling and unethical. I hope someone takes them to task about this.,@amandah2866,1,0,this is so deeply unsettling and unethical i hope someone takes them to task about this
"people saying they ""automatically assumed this is a scam"" are worse liars than honey 😂😂 this never did anything but work for me when i used it, this is such a weird development",@trova4725,1,0,people saying they automatically assumed this is a scam are worse liars than honey face_with_tears_of_joyface_with_tears_of_joy this never did anything but work for me when i used it this is such a weird development
Thats why i never trusted honey app seem like a scam from the start,@Zentry06,0,0,thats why i never trusted honey app seem like a scam from the start
Love your content. Thank you.,@alinasimon6399,1,0,love your content thank you
"Question: there's this app in the UK called Borrowmydoggy, and it has a browser extension that closely resembles Honey, does it also do the same nefarious thing?",@luhannnn,0,0,question theres this app in the uk called borrowmydoggy and it has a browser extension that closely resembles honey does it also do the same nefarious thing
Markiplier was right about Honey being a scam,@DDDRIFTER1,1,0,markiplier was right about honey being a scam
I figured out by myself it would be some kind of scam when MrBeast promoted it but I couldn't understand how they made money with their business model. So I ended up never downloading Honey cause it seemed phishy😒,@top-g-youtuber,2,0,i figured out by myself it would be some kind of scam when mrbeast promoted it but i couldnt understand how they made money with their business model so i ended up never downloading honey cause it seemed phishyunamused_face
So is this guy still alive or what?,@Travigameis,0,0,so is this guy still alive or what
I wonder is Capitol One doing the same thing?,@CarlosPickens,0,0,i wonder is capitol one doing the same thing
21:06 when h3h3 was funny 😢,@davidasdasd4666,0,0, when hh was funny crying_face
When is the part 2?,@maksym.koshovyi,1,0,when is the part 
This is why I skip ads,@DARKSTAR1422,1,0,this is why i skip ads
"Absolute DISGUSTING behaviour from Honey. Also, Not really related but I found out about Mr Beast from the honey ads",@PeepsiclesXD,1,0,absolute disgusting behaviour from honey also not really related but i found out about mr beast from the honey ads
Next time they check the products the sponsor given they don't seem to have problems sharing obvious scams.,@iMorands,1,0,next time they check the products the sponsor given they dont seem to have problems sharing obvious scams
"PLEASE do opera gx next, that is another big scam that you need to cover",@rusdhyantoanggoro9807,3,0,please do opera gx next that is another big scam that you need to cover
I watch YouTube from a TV,@hayabusahaizuka8835,0,0,i watch youtube from a tv
"I just thought it was just harvesting your data to sell to advertisers and disliked it on that basis- who knew it was so much worse! I'm wary of free things for a reason: If you aren't the customer, you are the product! but nowadays you can even pay or be paid to be used in a scam on yourself + a different person. Incredible multitasking there by Honey.",@sugar3155,0,0,i just thought it was just harvesting your data to sell to advertisers and disliked it on that basis who knew it was so much worse im wary of free things for a reason if you arent the customer you are the product but nowadays you can even pay or be paid to be used in a scam on yourself  a different person incredible multitasking there by honey
"I just re-watched this because it was so good, and I totally forgot about the ending where there's actually more bologna that's going on",@chucklemon70,1,1,i just rewatched this because it was so good and i totally forgot about the ending where theres actually more bologna thats going on
"Be a smart shopper: don't by anything that's being promoted by influencers. Don't by any products that heavily relies on influencers. When there are multi-layers of middlemen, you are not getting the deal. Use ad blockers and don't install any other extensions. Oh, don't buy anything from scalpers as well. Just find discounts from normal/regular sales events.",@felizkk,0,0,be a smart shopper dont by anything thats being promoted by influencers dont by any products that heavily relies on influencers when there are multilayers of middlemen you are not getting the deal use ad blockers and dont install any other extensions oh dont buy anything from scalpers as well just find discounts from normalregular sales events
"I wonder if all those  influencers  knew that it was fakeIf they know, they would be getting paid to talk about it to there viewers and not tell anyone it was a scam",@Capyslay69420,0,0,i wonder if all those  influencers  knew that it was fakeif they know they would be getting paid to talk about it to there viewers and not tell anyone it was a scam
Miss Beast is beyond cringe.,@TheIrishAmish,1,0,miss beast is beyond cringe
Sounds criminal to me. Thanks for the video.,@traviswyly1187,1,0,sounds criminal to me thanks for the video
"I feel that people will never be able to understand there is no free money, and there is nothing for free",@Betonoszlop,1,0,i feel that people will never be able to understand there is no free money and there is nothing for free
Honey the spyware lol,@anonimofied,0,0,honey the spyware lol
Love the fact that content creators screwed themselves.,@sifat9667,1,0,love the fact that content creators screwed themselves
CANT WAIT FOR PART 2,@RossHasAdrone,1,0,cant wait for part 
"Im interested in if other coupon browser extensions also are fraudulent: Cently, Rakuten, Pie...should we use these?",@ScottZylstrathegoat,1,0,im interested in if other coupon browser extensions also are fraudulent cently rakuten pieshould we use these
Yikes. I hope someone picks up this for a lawsuit.,@moonbasket,0,1,yikes i hope someone picks up this for a lawsuit
"And that's why I never trusted it. If something sounds too good to be true, it isn't, that's always a good rule of thumb",@VictorDeveze,0,0,and thats why i never trusted it if something sounds too good to be true it isnt thats always a good rule of thumb
A mexican chanel steal this video. Name? Wefere News,@Dangell_Perseo,1,0,a mexican chanel steal this video name wefere news
"Ermm, when is part 2 out then? It's been weeks 😅",@itsi3187,0,0,ermm when is part  out then its been weeks smiling_face_with_open_mouth_&_cold_sweat
"n December 2019, shortly after PayPal's acquisition of Honey, Amazon warned users that the extension posed a security risk and advised uninstalling it.",@jonahfalcon1970,0,0,n december  shortly after paypals acquisition of honey amazon warned users that the extension posed a security risk and advised uninstalling it
"LTT distributed a scam, noticed the scam and didn't inform anyone who installed that scam - says it all",@kanaye3561,2,0,ltt distributed a scam noticed the scam and didnt inform anyone who installed that scam  says it all
"This isn't about millions, it's about more than that.",@Wizzalion,0,0,this isnt about millions its about more than that
my man. liked and subbed. keep up the giving a shit!,@lukew7001,0,1,my man liked and subbed keep up the giving a shit
You gained half a million subscribers on this work alone. Good job and congrats!,@Yrgen2,0,0,you gained half a million subscribers on this work alone good job and congrats
Par for the course for Paypal and LMG.  Further reason to steer clear of both.,@BryanBagehi,0,0,par for the course for paypal and lmg  further reason to steer clear of both
"pretty much why i dont listen to anyone selling me items.  its amazing to me that people care what an ""influencer"" or youtuber promotes. paypal is a trashy company anyway.  never use em",@tankimus,0,0,pretty much why i dont listen to anyone selling me items  its amazing to me that people care what an influencer or youtuber promotes paypal is a trashy company anyway  never use em
"impressive work. i assumed that their profits came from selling our data, and that their consistent failure to find coupon codes was just them being a crappy program. i used to have it years ago, and it used to actually find coupons. but it reached a point where the only coupons were honey discounts, and they always blew chunks. it was never like, a bogo deal, it was always like 5% off or something lol. then it got even more useless: it would find a discount, but tell me my purchase didn't qualify. you know, you have to buy $x of a certain brand, or your total has to be at least $y. i remember i would say out loud, ""then why did you bother showing it to me?"" lol and finally it stopped finding anything at all. i didn't bother installing it again when i had to get a new laptop. i'll admit i'm a little surprised that it was deliberate, planned, fraudulent activity, just because of how brazen they are about it. you'd expect them to pretend it was an accident in case they got caught.",@zubetp,0,0,impressive work i assumed that their profits came from selling our data and that their consistent failure to find coupon codes was just them being a crappy program i used to have it years ago and it used to actually find coupons but it reached a point where the only coupons were honey discounts and they always blew chunks it was never like a bogo deal it was always like  off or something lol then it got even more useless it would find a discount but tell me my purchase didnt qualify you know you have to buy x of a certain brand or your total has to be at least y i remember i would say out loud then why did you bother showing it to me lol and finally it stopped finding anything at all i didnt bother installing it again when i had to get a new laptop ill admit im a little surprised that it was deliberate planned fraudulent activity just because of how brazen they are about it youd expect them to pretend it was an accident in case they got caught
Cant wait any longer! Episode 2 when :o :o,@LouisNp,1,0,cant wait any longer episode  when o o
Gripping T.V. Great work. Thanx 👍,@noncompliant1369,0,0,gripping tv great work thanx thumbs_up
This is a perfect example for why sponsorblock is the goat,@jminkvihubyb,0,0,this is a perfect example for why sponsorblock is the goat
I feel like this isn't the only company either. Norton VPN has a feature similar to honey that does the same thing. It opens and closes a cookie thingy as well. Might be worth looking into as well. Or I might just be going insane LOL.,@BananaManzRonnie,0,0,i feel like this isnt the only company either norton vpn has a feature similar to honey that does the same thing it opens and closes a cookie thingy as well might be worth looking into as well or i might just be going insane lol
"Its so deceiving to the creators we like and got convinced to buy thr products be ause of them. Yep, they should be sued ti the point they get bankrupt. Great video and coverage overall. Thankfully, legal eagle filed a lawsuit to stop all this.",@lovedrecluse,0,0,its so deceiving to the creators we like and got convinced to buy thr products be ause of them yep they should be sued ti the point they get bankrupt great video and coverage overall thankfully legal eagle filed a lawsuit to stop all this
"Used it, now with this insight, it is deleted. Good report!.",@javalexlanopen4686,0,0,used it now with this insight it is deleted good report
@hopescope @HangWithHopescope you need to watch this,@k_lynn_dewitt,0,0,hopescope hangwithhopescope you need to watch this
"The main reason i didn't download honey was because I always wondered how they actually profited and made money, and no one does nothing for free.",@ChigozieNwafor-u4x,0,0,the main reason i didnt download honey was because i always wondered how they actually profited and made money and no one does nothing for free
this is honestly the most entertaining youtube topic i've seen in a while,@hanjinjja,3,0,this is honestly the most entertaining youtube topic ive seen in a while
"My dad once told me that ""any product that is heavily advertised is so becasue its not good enough to sell on its own merits"". So any time i see many influencers or creators shilling something i know to stay away",@SicariiD,2,1,my dad once told me that any product that is heavily advertised is so becasue its not good enough to sell on its own merits so any time i see many influencers or creators shilling something i know to stay away
The time my laziness actually is useful,@Kammi38,0,0,the time my laziness actually is useful
"I think making this so focused on youtubers actually misses a huge part of what makes this so scummy. Youtubers drive a tiny proportion of traffic to merchant sites in comparison to everything else. What about the commissions that merchants (the company who you're buying from) had to pay out to Honey when they really hadn't referred users at all, nobody had. Just by simply having an affiliate program, they were paying commission on ALL SALES with honey present regardless of if there even was an existing referrer - so that would include sales from just googling them, responding to a tv ad, your friend sending you there. This has been attempted many times before by lots of voucher code companies and the merchants can simply ban the affiliate (in this case honey) for breaking their ts & cs - why didn't they just do that? Affiliate marketing reporting is traditionally pretty opaque and often on the client side it's managed by a junior member of staff, so much commission fraud takes place day in day out that it's great to see real focus on the morality of these programs.",@saysomestuff,2,4,i think making this so focused on youtubers actually misses a huge part of what makes this so scummy youtubers drive a tiny proportion of traffic to merchant sites in comparison to everything else what about the commissions that merchants the company who youre buying from had to pay out to honey when they really hadnt referred users at all nobody had just by simply having an affiliate program they were paying commission on all sales with honey present regardless of if there even was an existing referrer  so that would include sales from just googling them responding to a tv ad your friend sending you there this has been attempted many times before by lots of voucher code companies and the merchants can simply ban the affiliate in this case honey for breaking their ts  cs  why didnt they just do that affiliate marketing reporting is traditionally pretty opaque and often on the client side its managed by a junior member of staff so much commission fraud takes place day in day out that its great to see real focus on the morality of these programs
"we had a type of this scam in Russia. an extension that promised you access to great cashback from partners if you pay for subscription. except ""partners"" were companies with pre-existing cashback programs, and this scam app took most of cashback that would've gone to consumers and gave scraps to those who paid for this subscription",@suojelijatar,0,0,we had a type of this scam in russia an extension that promised you access to great cashback from partners if you pay for subscription except partners were companies with preexisting cashback programs and this scam app took most of cashback that wouldve gone to consumers and gave scraps to those who paid for this subscription
The explosion of this video is crazy. Love how everyone's talking about you now MegaLag,@RetroSam89,0,0,the explosion of this video is crazy love how everyones talking about you now megalag
I thought it was just spyware lol,@stuffing09,0,0,i thought it was just spyware lol
Anyone else feel like this guy would fit right in with The Chasers on The Checkout?,@MetalicKat,0,0,anyone else feel like this guy would fit right in with the chasers on the checkout
The least scummy YouTube sponsor unironically turned out to be Raid Shadow Legends. Yeah it's a crappy gacha game but they're upfront about it.,@giantWario,3,0,the least scummy youtube sponsor unironically turned out to be raid shadow legends yeah its a crappy gacha game but theyre upfront about it
maan I can't want to see the next parts of this!!!!!,@TchSktch,1,0,maan i cant want to see the next parts of this
"No wonder it's called honey. It's sweet at first but it's really, really sticky.",@Speedy-Aussie,3,1,no wonder its called honey its sweet at first but its really really sticky
You're a fan of Linus? He's as corrupt as they come.,@Atom.Storm.,1,0,youre a fan of linus hes as corrupt as they come
Based honey for scamming fraudster youtubers like MrBeast,@person-jw7vb,2,0,based honey for scamming fraudster youtubers like mrbeast
