text,author,likes,replyCount,cleaned_text
IT WAS A NIKOLA TESLA STYLE WIFI POWER PLANT...look up the warden cliff project,@kingjellybean9795,0,0,it was a nikola tesla style wifi power plant...look up the warden cliff project
The worlds goverments have been lying to he people of the world about everything,@BigcountryReactions,0,0,the worlds goverments have been lying to he people of the world about everything
We should start checking the other major pyramids around the world for this!!,@Die__Brad,0,0,we should start checking the other major pyramids around the world for this!!
Joe can you bring Graham onto to give his take on it?,@BillsMafiaSuperFan,0,0,joe can you bring graham onto to give his take on it?
I think it's bullshit. They took that 'data' from the top down and it's supposed to be showing such depths? I find that hard to believe.,@ania5038,0,0,i think it's bullshit. they took that 'data' from the top down and it's supposed to be showing such depths? i find that hard to believe.
"Here we go again. Idiots using their brains to ""think"" when they clearly weren't meant for that. Wows thanks Egyptians for creating oversized tombs so morons for generations to come can get to be engaged in cognitive activity",@lawrencekgampe5673,0,3,"here we go again. idiots using their brains to ""think"" when they clearly weren't meant for that. wows thanks egyptians for creating oversized tombs so morons for generations to come can get to be engaged in cognitive activity"
"Imagine, Biden was just a little kid when they built that. Wonder if he remembers what it was for",@luckyred1818,0,0,"imagine, biden was just a little kid when they built that. wonder if he remembers what it was for"
Tesla charging stations for spaceships. 😮,@robedmund9948,0,0,tesla charging stations for spaceships. face_with_open_mouth
"What if the pyramids are truly eons older than we thought, and the Egyptians just decided to repurpose them?",@MugglesBWare,0,0,"what if the pyramids are truly eons older than we thought, and the egyptians just decided to repurpose them?"
I was so interested in this. Was telling my girlfriend last night an when i googled it said this 💩 is fake news,@JayB3z,1,0,i was so interested in this. was telling my girlfriend last night an when i googled it said this pile_of_poo is fake news
We need to call Graham now,@zonedutopia,0,0,we need to call graham now
"Fake. Anyways remember the jfk files, Epstein files? No? Just focus on this fake image of a pyramid",@taxationistheftmemes,0,0,"fake. anyways remember the jfk files, epstein files? no? just focus on this fake image of a pyramid"
The only reason is because Youtubers have going to the secret tunnel for the past 10 years?,@lendaryreviews,0,0,the only reason is because youtubers have going to the secret tunnel for the past  years?
"Imagine if the pyramids were just pyramids, made some how by North Africans .",@paulgurnett7605,0,0,"imagine if the pyramids were just pyramids, made some how by north africans ."
"Joe, Seismic 3d surveys is the only technology that would allow a structure such as this claimed, to be 3d imaged.  This is what is used by oil companies to image oil reserves such as near salt domes. Electromagnetic waves do not have the depth of investigation to do this, Sound does. Surface features can be imaged using Lidar, Sar. Unless some crazy unproven technology has been invented since I retired.",@robertj8610,0,0,"joe, seismic d surveys is the only technology that would allow a structure such as this claimed, to be d imaged.  this is what is used by oil companies to image oil reserves such as near salt domes. electromagnetic waves do not have the depth of investigation to do this, sound does. surface features can be imaged using lidar, sar. unless some crazy unproven technology has been invented since i retired."
Does Joe not know what LIDAR is? Hard to confuse with SAR.....,@methylene5,0,0,does joe not know what lidar is? hard to confuse with sar.....
"If you read the book Rays of light, Jason shukar spoke of this years back",@makaingoma2879,0,0,"if you read the book rays of light, jason shukar spoke of this years back"
The Bible screams of a technological advanced civilization that was squashed when the Tower of Babel was built thinking they were going to be where God is.,@Die2liv,1,0,the bible screams of a technological advanced civilization that was squashed when the tower of babel was built thinking they were going to be where god is.
emagine what 6 000 000 tons of brick does to the ground beneath during a earthquake!?,@06vamigre,0,0,emagine what    tons of brick does to the ground beneath during a earthquake!?
Was at the pyramids the day this came out,@jamiesays7440,0,0,was at the pyramids the day this came out
Am i dead? why is everyone acting like this is real?,@kingdomforkeflings,0,0,am i dead? why is everyone acting like this is real?
I am telling you stargate was a documentary not a movie,@mattallen5335,0,0,i am telling you stargate was a documentary not a movie
Egypt tourism be boomin,@zuralazishvili4494,0,0,egypt tourism be boomin
Way older than anything in India.,@dan8910100,0,0,way older than anything in india.
Does no one really see the similarities to the Chernobyl dome?,@kikatay,0,0,does no one really see the similarities to the chernobyl dome?
So Billy Carson was speaking truth.,@s3rp3nth3ad5,0,1,so billy carson was speaking truth.
"Yea we all know it must be true if you just ""Trust the science"". Look at the ""images"". They're just big red blobs and they're saying oh look they're massive coils😂😂😂 foh.",@tomcruze7898,0,0,"yea we all know it must be true if you just ""trust the science"". look at the ""images"". they're just big red blobs and they're saying oh look they're massive coilsface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy foh."
This definitely settles it. It was a machine of some kind.,@kevinheine1428,0,0,this definitely settles it. it was a machine of some kind.
Apparently LIDAR is used to map the surface and not anything underground.,@coomr419,0,0,apparently lidar is used to map the surface and not anything underground.
"Avoid exploring under them. If its futuristic tech, then we're already more advanced than we should be in a short timeframe. Also, we could be exposed to unknown diseases/illness. Remember what happened to the Natives when the Europeans arrived and took over? Yeah, finding unknown life could be a huge disaster. 0:13 0:38 0:48 1:13 2:12 3:13 I need to cover this topic...",@SulliP1492,0,0,"avoid exploring under them. if its futuristic tech, then we're already more advanced than we should be in a short timeframe. also, we could be exposed to unknown diseases/illness. remember what happened to the natives when the europeans arrived and took over? yeah, finding unknown life could be a huge disaster. : Happy_face_smiley : : : : i need to cover this topic..."
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,get graham hancock in that studio face_with_tears_of_joy.he was once banned from the pyramid for talking about power plant..egyptologists should apologize to him
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,get graham hancock in that studio face_with_tears_of_joy.he was once banned from the pyramid for talking about power plant..egyptologists should apologize to him
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,get graham hancock in that studio face_with_tears_of_joy.he was once banned from the pyramid for talking about power plant..egyptologists should apologize to him
Where are they coming up with these underground structures? They are nowhere to be found in the paper he references only a couple of interpreted underground ramps.,@lukemacmillan4030,0,0,where are they coming up with these underground structures? they are nowhere to be found in the paper he references only a couple of interpreted underground ramps.
Joe is exactly the right kind of idiot to believe a thing like this.,@carlsaischa,0,0,joe is exactly the right kind of idiot to believe a thing like this.
Agypt is so broke. We might finally get access and they new money,@t.r.2283,0,0,agypt is so broke. we might finally get access and they new money
Assassin's creed was real all along.,@Deibbito,0,0,assassin's creed was real all along.
"Can we not switch off the matrix thing by mistake 😂😂😂 please .... we know nothing is real, and we f around now we're about to find out 😅",@FarKingMJ,0,0,"can we not switch off the matrix thing by mistake face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy please .... we know nothing is real, and we f around now we're about to find out smiling_face_with_open_mouth_&_cold_sweat"
Its to ground the electricity same principle we use today,@S0ULOFLIGHT,0,0,its to ground the electricity same principle we use today
"Guys, it's all untrue.  There is no proof of mile-long columns or anything of the sort.  They did scans of the pyramids long ago and they've found nothing like what the TikTok videos are claiming.  I think what's most impressive is the way that they flood social media with all of these pyramid rumor videos in such a coordinated fashion.  I'm not sure what it is -- is it just a decently media company that's doing it or is it a government agency?",@sundarpichai940,0,0,"guys, it's all untrue.  there is no proof of mile-long columns or anything of the sort.  they did scans of the pyramids long ago and they've found nothing like what the tiktok videos are claiming.  i think what's most impressive is the way that they flood social media with all of these pyramid rumor videos in such a coordinated fashion.  i'm not sure what it is -- is it just a decently media company that's doing it or is it a government agency?"
So there is a powerful technology called liedar that can x-ray ground 😱,@dwightlake1019,0,0,so there is a powerful technology called liedar that can x-ray ground face_screaming_in_fear
"People calling SAR LIDAR is really misleading. Probably for a reason, folks.",@BlenderHelixAlpha,0,0,"people calling sar lidar is really misleading. probably for a reason, folks."
What's the bet they mined the material from under the pyramid to make the pyramid. Just thinking where did all the materiel go when they dug the shaft.,@MrTitPulla,0,0,what's the bet they mined the material from under the pyramid to make the pyramid. just thinking where did all the materiel go when they dug the shaft.
ancient greeks were a joke compared to ancient egyptians,@emotionalvideos6897,0,0,ancient greeks were a joke compared to ancient egyptians
Why was I not following?,@wutkillzyt401,0,0,why was i not following?
Lidar looks like crap and find anything you want it to,@etemytradel4509,0,0,lidar looks like crap and find anything you want it to
This guest did not even know who Hawass was.,@theokleoudis4967,0,0,this guest did not even know who hawass was.
Wait until yall realize whats in the pyramids and that the bible is real,@loitersquadX,0,0,wait until yall realize whats in the pyramids and that the bible is real
"LiDAR technology is primarily used for mapping surface features and can be incredibly effective in penetrating vegetation to map the ground beneath forest canopies. However, its ability to penetrate the ground itself, such as soil or sand, is very limited. The primary reason for this limitation is that the laser pulses used in LiDAR are generally absorbed or reflected by the surface of the ground, preventing significant penetration into the soil.",@Stradz-ml9po,0,1,"lidar technology is primarily used for mapping surface features and can be incredibly effective in penetrating vegetation to map the ground beneath forest canopies. however, its ability to penetrate the ground itself, such as soil or sand, is very limited. the primary reason for this limitation is that the laser pulses used in lidar are generally absorbed or reflected by the surface of the ground, preventing significant penetration into the soil."
what the twitter account he was referencing?,@SweetSpot909,0,0,what the twitter account he was referencing?
no way lidar can capture 600m down,@Hangover69420,0,0,no way lidar can capture m down
Zawi Hawass is a Gatekeeper and will discredit anything and everything that goes against their narrative that Egyptians built everything.,@allamerican3100,0,0,zawi hawass is a gatekeeper and will discredit anything and everything that goes against their narrative that egyptians built everything.
So now we know what the Hebrew slaves were working on when Moses was led by God to free them from Pharoah.  And I wonder how close they were to actually producing free energy when all of the Egyptians were destroyed by the plagues and the remainder of soldiers were buried beneath the parted waters.  This puts quite a twist on that whole story about Moses.,@sandraromero5899,0,0,so now we know what the hebrew slaves were working on when moses was led by god to free them from pharoah.  and i wonder how close they were to actually producing free energy when all of the egyptians were destroyed by the plagues and the remainder of soldiers were buried beneath the parted waters.  this puts quite a twist on that whole story about moses.
Sick Sleep Token shirt,@robertkleinschmidt1029,1,0,sick sleep token shirt
we eventually discovered that the pyramids were just the tops to even larger massed buildings and the Egyptians didn't bury their pharaohs they put them at the top of the buildings to get hot and dry out like raisins,@matts7726,0,0,we eventually discovered that the pyramids were just the tops to even larger massed buildings and the egyptians didn't bury their pharaohs they put them at the top of the buildings to get hot and dry out like raisins
Pillars of the Earth maybe?,@sobasically100,0,0,pillars of the earth maybe?
3:23 looks like a battery,@DavidMcLaughlin-g1v,0,0,: looks like a battery
Have you not watched to mummy first 2 movies. They were telling us something.,@israelsilva6223,0,0,have you not watched to mummy first  movies. they were telling us something.
I thought this was fake until Zawi Hawass agreed with me.,@Amadeus.Amadeus,0,0,i thought this was fake until zawi hawass agreed with me.
Your all a bunch of fuckwits! OMG. Fake as fuck and your all jumping on it with no evidence but these people said so.,@ophirpete,1,0,your all a bunch of fuckwits! omg. fake as fuck and your all jumping on it with no evidence but these people said so.
This info is all complete bs. Just like Rogan to push false info,@Shep2345,1,0,this info is all complete bs. just like rogan to push false info
Un saludo desde Bolivia 🇧🇴,@JureAguilar,0,0,un saludo desde bolivia 
@MyLunchBreak where you at? We've got steampunk Egyptians!!!,@MattRMan,0,0,@mylunchbreak where you at? we've got steampunk egyptians!!!
Zahi Hawass will deny it all,@someonezmom,0,0,zahi hawass will deny it all
The scientific paper that came out HAS NOT BEEN PEER REVIEWED BY ANYONE! It's basically just a published paper that does not discuss the details of how the data was evaluated. Do your research folks!,@DeconstructedWithJosh,1,1,the scientific paper that came out has not been peer reviewed by anyone! it's basically just a published paper that does not discuss the details of how the data was evaluated. do your research folks!
"At this rate, we need to take a look at the back of the declaration of independence",@AmericanGutierrez18,0,0,"at this rate, we need to take a look at the back of the declaration of independence"
Why is nobody really talking about this?,@Penkila,0,2,why is nobody really talking about this?
I need the measurements in feet and miles...please.😮,@shimmerelle,1,0,i need the measurements in feet and miles...please.face_with_open_mouth
Looking more and more like an energy source or weapon....,@skrillaforilla9665,0,0,looking more and more like an energy source or weapon....
They are the Pistons for our engine. Spaceship Earth won't move itself.,@assurhex1449,0,0,they are the pistons for our engine. spaceship earth won't move itself.
Take a look at the blueprints for wardenclyffe tower and tell me tesla didn't know more than we've been allowed to know and ask yourself the more important question why wasn't he allowed to complete it ?,@sagemagick,1,0,take a look at the blueprints for wardenclyffe tower and tell me tesla didn't know more than we've been allowed to know and ask yourself the more important question why wasn't he allowed to complete it ?
Not weird. Expected. You hide history. JFK Mossad.,@LOWDRAGVALHALLA,0,0,not weird. expected. you hide history. jfk mossad.
Go read the actual report from 2022 about this. It doesn't mention anything about pillars.,@bghiggy,1,0,go read the actual report from  about this. it doesn't mention anything about pillars.
SAR (Synthetic Aperture Radar),@gravehunter5236,0,0,sar (synthetic aperture radarConfusion
The pyramid is the power generator and the space way below it is a battery 🔋,@Saiyajin47621,0,0,the pyramid is the power generator and the space way below it is a battery battery
"The granite open sarcophagus shaped box within the Kings chamber, was actually used to hold liquid mercury. Not one hieroglyph or cuneiform letter was discovered inside any of the pyramids at Giza. We're assuming the Egyptian authorities are correct when they say that the pyramids at Giza were built during Khufu or Sneferu. So the Nile River was involved in the construction of the pyramids. The Sphinx was built tens of thousands of years prior to the pyramids",@kpatcharette21582,1,0,"the granite open sarcophagus shaped box within the kings chamber, was actually used to hold liquid mercury. not one hieroglyph or cuneiform letter was discovered inside any of the pyramids at giza. we're assuming the egyptian authorities are correct when they say that the pyramids at giza were built during khufu or sneferu. so the nile river was involved in the construction of the pyramids. the sphinx was built tens of thousands of years prior to the pyramids"
"I am skeptical of the whole thing.  The Italian researchers Malanga and Biondi have some explaining to do.  I also seriously doubt the LIDARs they use can provide that kind of penetration through meters and meters of rocks.  I would like it to be true, however, until other teams can verify the results, it's just another fake news day on the Internet.",@stefanx5470,0,0,"i am skeptical of the whole thing.  the italian researchers malanga and biondi have some explaining to do.  i also seriously doubt the lidars they use can provide that kind of penetration through meters and meters of rocks.  i would like it to be true, however, until other teams can verify the results, it's just another fake news day on the internet."
"LADAR?  L, as in LAZER.  I have doubts of ground penetrating LAZERs",@drawingdead9025,0,0,"ladar?  l, as in lazer.  i have doubts of ground penetrating lazers"
"A liar talking to a bigot, no thanks. What shite",@stevedalton9952,0,0,"a liar talking to a bigot, no thanks. what shite"
Graham Hancock? Well that makes this credible,@warneraudio,0,0,graham hancock? well that makes this credible
There arnt any structures. Egyptologist have already completed ground based digs into the bedrock. This is another stupid conspiracy,@johncandy6508,0,0,there arnt any structures. egyptologist have already completed ground based digs into the bedrock. this is another stupid conspiracy
Joe started drooling after this,@flvyu,0,0,joe started drooling after this
Never heard of such sh1t in all my life 😂😂😂,@silent1982,0,0,never heard of such sht in all my life face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
I think i smell shite,@peterross1588,0,0,i think i smell shite
"Eh, I'm not seeing how they've gone from colors on a waterfall display, to a CAD model.  The people developing the technique have an interest in making the technique seem impressive, and generating buzz for it.  Egypt has an interest in keeping the mythology alive that they're acktually decedents of a super-special-advanced civilization....to find out that they are not, would be detrimental to them.  Look at the pace of archaeology in Egypt...it's almost as if they want to string it out as long as possible.  The longer they keep ""theories"" alive, rather than putting them to rest....the longer people stay interested.  I mean, they've talked about a chamber below the Sphinx for years....but have they investigated that?  One could see that as a conspiracy.....or as a way of maintaining tourism.Don't get me wrong....I WANT it to be something interesting....but I think it's really just a bunch of people that have their own self interests.",@42anon427,0,0,"eh, i'm not seeing how they've gone from colors on a waterfall display, to a cad model.  the people developing the technique have an interest in making the technique seem impressive, and generating buzz for it.  egypt has an interest in keeping the mythology alive that they're acktually decedents of a super-special-advanced civilization....to find out that they are not, would be detrimental to them.  look at the pace of archaeology in egypt...it's almost as if they want to string it out as long as possible.  the longer they keep ""theories"" alive, rather than putting them to rest....the longer people stay interested.  i mean, they've talked about a chamber below the sphinx for years....but have they investigated that?  one could see that as a conspiracy.....or as a way of maintaining tourism.don't get me wrong....i want it to be something interesting....but i think it's really just a bunch of people that have their own self interests."
Pyramids are 50000years old or older,@valdetismajli7918,0,0,pyramids are years old or older
"Im sorry this is such bs , cant find an actual reliable source anywhere",@RedWall-zz1me,0,0,"im sorry this is such bs , cant find an actual reliable source anywhere"
I don't know about you niggas but this finding scares the shit out of me!What does it even mean to have the power to go that deep into the earth moving that amount of earth out of the way and build these colossal structures at that depth!? Who were these Anunnaki gods!? What did they even look like with all that POWER!??They must have been GOD on earth!Only God knows!Fear the Lord!🙏🔥🔥🔥,@BabaMakhanya,0,0,i don't know about you niggas but this finding scares the shit out of me!what does it even mean to have the power to go that deep into the earth moving that amount of earth out of the way and build these colossal structures at that depth!? who were these anunnaki gods!? what did they even look like with all that power!??they must have been god on earth!only god knows!fear the lord!folded_handsfirefirefire
Bauval and Hancock napping on the riverbank ...😌,@tm75_88,1,0,bauval and hancock napping on the riverbank ...relieved_face
Its called the Book of ENOCH that they took out of the bible! The FALLEN Angels are bound with chains by God long ago. But thhhheeeyyy heeereeee! Its coming! Bow your knees to CHRIST now or later,@Gogetter1984,0,0,its called the book of enoch that they took out of the bible! the fallen angels are bound with chains by god long ago. but thhhheeeyyy heeereeee! its coming! bow your knees to christ now or later
Nice to moronic abrahamic religions being dismantled by history and science,@justmusic3441,0,0,nice to moronic abrahamic religions being dismantled by history and science
Corrado Malanga the best,@filippoastore3885,0,0,corrado malanga the best
"Guys i'm italian like the reserchers and here scientist already found out that they made up those ""Proof and result"". Don't believe those scientist, they are fake with an youtube account speaking about alien and other bullshit. They use the wrong instrument to search under earth and made up the final lecture of those instrument. The entirety of their studies is fake.",@andreab.4532,0,0,"guys i'm italian like the reserchers and here scientist already found out that they made up those ""proof and result"". don't believe those scientist, they are fake with an youtube account speaking about alien and other bullshit. they use the wrong instrument to search under earth and made up the final lecture of those instrument. the entirety of their studies is fake."
Really bro?! What a FAKE!😂😂,@chamous87,0,0,really bro?! what a fake!face_with_tears_of_joyface_with_tears_of_joy
People will believe anything they want to be true. This is Idiocracy-level garbage.,@TrumpRDR2,0,2,people will believe anything they want to be true. this is idiocracy-level garbage.
How did Mr Beast miss this? Guess he needs to go back.,@Eaglemadhatter,0,0,how did mr beast miss this? guess he needs to go back.
"I'm gonna push back on this a bit.  SAR technology is affected by water; the water table on the Giza Plateau sits around 40~m above sea level, about 15m below the surface ish.  The Subterranean Chamber is 30m below surface; and apparently beyond the reach of SAR. Not to mention there's a giant city on top of the Giza Plateau.  As cool as this is, I think it's horseshit.",@creates16,1,0,"i'm gonna push back on this a bit.  sar technology is affected by water; the water table on the giza plateau sits around ~m above sea level, about m below the surface ish.  the subterranean chamber is m below surface; and apparently beyond the reach of sar. not to mention there's a giant city on top of the giza plateau.  as cool as this is, i think it's horseshit."
Maybe they were some storage units,@Master_Great_Oogway,0,0,maybe they were some storage units
I always knew it was a power factory for free energy that connected with others like the free energy that Tesla wanted to create,@Sundance94,0,0,i always knew it was a power factory for free energy that connected with others like the free energy that tesla wanted to create
"Lidar is only reliable up to 3-4 metres underground , this could not be seen by lidar down to the depths that have been mentioned",@wilarmstrong9705,0,0,"lidar is only reliable up to - metres underground , this could not be seen by lidar down to the depths that have been mentioned"
They were Tesla chargers for larger vessels,@zuse8831,0,0,they were tesla chargers for larger vessels
"im italian , and i can assure you that everything that has been said is totally bs. the research done by these Italian researchers was not done according to the scientific method and there is no WRITTEN and PUBLISHED research, so please do not believe this bullshit",@FrancescoPolcari,0,0,"im italian , and i can assure you that everything that has been said is totally bs. the research done by these italian researchers was not done according to the scientific method and there is no written and published research, so please do not believe this bullshit"
They need to lidar other piramid in america,@deanhyman8622,0,0,they need to lidar other piramid in america
Do people not know how lidar works?,@Sinis.terOn42,0,0,do people not know how lidar works?
Im going out on a limb and Im going to say they either for water ... Or for Earthquake stabalization,@privatesouthafrica1112,0,0,im going out on a limb and im going to say they either for water ... or for earthquake stabalization
"zawae is not and expert he is a fraud, there gov museum will blow your mind and not open to the public. Joe could  get in.",@jasonm7354,0,0,"zawae is not and expert he is a fraud, there gov museum will blow your mind and not open to the public. joe could  get in."
"That was predicted in the 70s , also a hidden corridor under the sphinx leading to a hidden chamber. The leading Egyptian historian has been trying to hide those facts to give credit to the Egyptian teams ( fact) due that international teams have discovered all of that .",@fernandoo1999,0,0,"that was predicted in the s , also a hidden corridor under the sphinx leading to a hidden chamber. the leading egyptian historian has been trying to hide those facts to give credit to the egyptian teams ( factConfusion due that international teams have discovered all of that ."
"It's funny how this ""discovery"" happened during the Equinox at Angkor Wat",@the6ixpathsofpain,0,0,"it's funny how this ""discovery"" happened during the equinox at angkor wat"
Joe there is no lidar that can detect 2km below,@alpeks7514,0,0,joe there is no lidar that can detect km below
I've always thought of the Pyramids as some sort of survival bunkers that were built by an advanced civilization and used by humanity to survive an ancient cataclysm. Crazy they found megastructures that far down.,@tasjan9190,0,1,i've always thought of the pyramids as some sort of survival bunkers that were built by an advanced civilization and used by humanity to survive an ancient cataclysm. crazy they found megastructures that far down.
"Never forget, Egypt (geologically speaking) sits on top Earths largest LLSVP‼(check Wikipedia). Like purposeful over-scanning certain virus proteins, this radar can 'find' a lot of chambered vertical false positives. When Christ returns to split the Mt of Olives, it's ready even now to gush forth enough water to desalinate the dead sea (as promised).😃",@kwpctek9190,0,0,"never forget, egypt (geologically speakingConfusion sits on top earths largest llsvpdouble_exclamation_mark(check wikipediaConfusion. like purposeful over-scanning certain virus proteins, this radar can 'find' a lot of chambered vertical false positives. when christ returns to split the mt of olives, it's ready even now to gush forth enough water to desalinate the dead sea (as promisedConfusion.smiling_face_with_open_mouth"
"Cmon Joe, none of this has been supported.  How can you report this?",@rossestrada2288,0,0,"cmon joe, none of this has been supported.  how can you report this?"
unfortunately apparently the science behind it is pretty sloppy and unclear so we shall see,@fulviobennato,1,0,unfortunately apparently the science behind it is pretty sloppy and unclear so we shall see
It always amazes me how an intelligent man like Joe Rogan can give credence to all these outlandish pyramid theories...even in cases like this which are very obvious and blatant scams.,@prefono,0,1,it always amazes me how an intelligent man like joe rogan can give credence to all these outlandish pyramid theories...even in cases like this which are very obvious and blatant scams.
"Clearly they are sonic amplifiers, or resonance chambers that create harmonic frequency that can be used to manipulate gravity.   Honestly pay attention people!",@CalUNI-or8hn,0,0,"clearly they are sonic amplifiers, or resonance chambers that create harmonic frequency that can be used to manipulate gravity.   honestly pay attention people!"
This is a hoax by a bunch of amateur hacks who fabricated their evidence. Peer review will destroy this nonsense once the real experts like Flint Dibble and Zahi Hawass get ahold of it. This is just Billy Carson nonsense.,@Steph-nt5ht,0,0,this is a hoax by a bunch of amateur hacks who fabricated their evidence. peer review will destroy this nonsense once the real experts like flint dibble and zahi hawass get ahold of it. this is just billy carson nonsense.
"the head of the Egyptian antiquities is the typical archeologist just like the scientific community, it's what we say and no one will prove us wrong even if we are.",@rob8392,0,1,"the head of the egyptian antiquities is the typical archeologist just like the scientific community, it's what we say and no one will prove us wrong even if we are."
Remember folks aleister  Crowleys  have connections we those pyramids  no doubt pure Satanist plus he was summoned  demonic entity 2,@RubyBaez-q3k5y,0,1,remember folks aleister  crowleys  have connections we those pyramids  no doubt pure satanist plus he was summoned  demonic entity 
I will believe it when I see the actual evidence. If this were true it would be all over.,@rob8392,0,0,i will believe it when i see the actual evidence. if this were true it would be all over.
"It was an ancient refugee underground city from the previous civilization to survive the flood, not created by alien, ancient Egyptians or interdimensional beings.",@lilee5727,0,1,"it was an ancient refugee underground city from the previous civilization to survive the flood, not created by alien, ancient egyptians or interdimensional beings."
"Ok, I want to see the photos. You are just listening to people say what was found under the pyramids without any proof at all. I'll believe it when I see it.",@PaulLester-t6x,0,0,"ok, i want to see the photos. you are just listening to people say what was found under the pyramids without any proof at all. i'll believe it when i see it."
Great time to be a tome raider.⛏️,@youmadd7466,0,0,great time to be a tome raider.pick
It's hilarious because it's a hoax...,@jfintex43,0,0,it's hilarious because it's a hoax...
"Huh, the mummy levels from Metal Slug 2/X have been discovered.",@Anyone00TZ,0,0,"huh, the mummy levels from metal slug /x have been discovered."
"A bunker to survive a period not mentioned in human history, which would be another conspiracy theory about false reality and its cycles of spiritual imprisonment, but has a difference between theories, the Alien is a secular novelty invented by modern identities that redesigned new characters for old actors mentioned millennia ago in archaeological finds that narrated stories transmitted by previous peoples the cycles of false reality are already affirmed many millennia ago by the Tibetans and other ancient peoples, not as theory, but as fact passed down from generations to generations, it is interesting.",@eternity717,0,0,"a bunker to survive a period not mentioned in human history, which would be another conspiracy theory about false reality and its cycles of spiritual imprisonment, but has a difference between theories, the alien is a secular novelty invented by modern identities that redesigned new characters for old actors mentioned millennia ago in archaeological finds that narrated stories transmitted by previous peoples the cycles of false reality are already affirmed many millennia ago by the tibetans and other ancient peoples, not as theory, but as fact passed down from generations to generations, it is interesting."
"Btw invite professor Malanga or Bindi with an Italian translator , your mind will be blown!",@And_Rec,0,0,"btw invite professor malanga or bindi with an italian translator , your mind will be blown!"
"Was not lidar but SAR, they made a new software to analyze the shift of different materials from various sequential taken photos (not really photos)... this new software is patent pending but all other data are public, and free here in Italy. The software was successfully tested on other structures we have access here from bridges to bunkers and the resulting images have been shown to be pretty accurate considering the level of assumptions and calculations used.More than the pyramid discoveries, if this new way of using SAR data is confirmed and confirmed again, here in Italy we will have the most powerful penetrating system in the world, White House bunker? Area 51? Korea ? We could see all underneath... so what I guess is military will take possession, or the poor Bindi (the guy from space agency that developed it will be suddenly missing lol.Hope instead for once, not being in America that this can stay public and free!",@And_Rec,0,0,"was not lidar but sar, they made a new software to analyze the shift of different materials from various sequential taken photos (not really photosConfusion... this new software is patent pending but all other data are public, and free here in italy. the software was successfully tested on other structures we have access here from bridges to bunkers and the resulting images have been shown to be pretty accurate considering the level of assumptions and calculations used.more than the pyramid discoveries, if this new way of using sar data is confirmed and confirmed again, here in italy we will have the most powerful penetrating system in the world, white house bunker? area ? korea ? we could see all underneath... so what i guess is military will take possession, or the poor bindi (the guy from space agency that developed it will be suddenly missing lol.hope instead for once, not being in america that this can stay public and free!"
Chambers 2000 ft deep down  means these structures are tens of thousands of years old. Meaning only Black Africans existed at that time and created this civilization. Sorry Hawass😂💪🏿💪🏿💪🏿💪🏿,@lf1496,0,0,chambers  ft deep down  means these structures are tens of thousands of years old. meaning only black africans existed at that time and created this civilization. sorry hawassface_with_tears_of_joyflexed_bicepsdark_skin_toneflexed_bicepsdark_skin_toneflexed_bicepsdark_skin_toneflexed_bicepsdark_skin_tone
We need Eddie Bravo on this asap,@aeneas116116,0,0,we need eddie bravo on this asap
Where's Flint Dibble 😂,@Rick1000-s5w,0,0,where's flint dibble face_with_tears_of_joy
Maybe it's a rock quary,@cryyear11,0,0,maybe it's a rock quary
"You should take a look at the album cover of the band,Earth Wind and Fire. The album is called,Fantasy. The album cover shows these columns standing on a square base underneath the pyramid. 1977,Earth Wind and Fire,they were telling us about the pyramid structures nearly 50 years ago on an album cover.",@michaelwillis4532,0,0,"you should take a look at the album cover of the band,earth wind and fire. the album is called,fantasy. the album cover shows these columns standing on a square base underneath the pyramid. ,earth wind and fire,they were telling us about the pyramid structures nearly  years ago on an album cover."
Giants had to help them,@mikebellagiomusicgaming1893,0,0,giants had to help them
"the bent pyramid also has a giant cylindrical feature that was underground, and covered, they even found hidden shafts, that were plastered over, that go waaaay underground and the internal structure and rooms are almost identical to the great pyramid",@aaronvalenciaz1413,0,0,"the bent pyramid also has a giant cylindrical feature that was underground, and covered, they even found hidden shafts, that were plastered over, that go waaaay underground and the internal structure and rooms are almost identical to the great pyramid"
"Everybody on here talking ,but nobody knows what os true and what isnt. Some are to eager to believe a lie  and some will never believe even if its true. Bottomline,nobody knows until we actually go there to see. Thats the best way to settle the dispute...then again prolly somebody blocking your way...",@ramonvanrhemen6432,0,1,"everybody on here talking ,but nobody knows what os true and what isnt. some are to eager to believe a lie  and some will never believe even if its true. bottomline,nobody knows until we actually go there to see. thats the best way to settle the dispute...then again prolly somebody blocking your way..."
