text,author,likes,replyCount,encoded
"Here is the skinny on all of this.  Many years ago explorers under the Sphinx, which is very near the Pyramid and the people found under the sphinx heading toward the pyramid and they found a huge temple with very large pillars inside it.  Pillars, not electrical cylindars but then after this was talked about the Egyptian government shat all over these explorers and claimed nothing is under the Sphinx and no one has been allowed to go under the Sphinx since then.  You have to remember, that if it can be proven the Eygptians had NOTHING to do with the Pyramids and were just the discoverers of it, then that changes their history entirely.",@vegassims7,0,0,"[-0.0013147136, -0.05556243]"
"Conspiracy theorists are batting 1,000 in 2025",@pooinaloo,0,0,"[0.0019492932, 0.005357523]"
"Yes I heard many years ago, decades that there were Major structures under the great pyramids.",@Rememberwhoweare,0,0,"[-0.015281296, -0.032109812]"
Remember the Movie Total Recall w Arnold Schwarzenegger? Just like the tubes forming power and an atmosphere on Mars. Maybe done here also..All movies a depictions of the truth.,@Rememberwhoweare,0,0,"[-0.008809697, 0.0081398515]"
Some secret Ancient Egyptian rooms probably secret treasure rooms,@AustinKehrer,0,0,"[-0.025841068, 0.0046158126]"
"I once read something around 15 years ago about the pyramids being an ancient power source... I always held that belief and would tell people and then they would hit me with the obvious ""tHeY wErE aNcIeNt ToMbS bUiLt By ThE eGyPtIaNs""... Those things predate the Egyptians by THOUSANDS of years.",@Hachiko814,0,0,"[0.010964109, 0.00045570635]"
"I think they are making something out of nothing.  The fact they are 600 meters deep got me thinking of ""natural causes"".  Here's my best one so far.  You know how the pyramids used to be coated?  Well over time that washed off and leached into the soil.  Over milliniums it leaked further and further down.  Lydar is picking up that because it is a different density than the surrounding soil.",@jayman9315,0,0,"[-0.011803004, -0.0473004]"
It’s bullshit,@gbvoul,0,0,"[-0.006818656, -0.05200413]"
"Tower of Babel, maybe? We are looking at the roof.",@pristinedetailing5171,0,0,"[0.0038427333, 0.0064635393]"
I don't trust Graham Hancock,@Arborist5851,0,0,"[0.016176663, 0.010316269]"
"""this is what we know so far"" is already an exaggeration, wait till you see the actual evidence, not the 3d imaginings.",@irtehpwn09,0,0,"[6.923102e-05, -0.0071447273]"
Time of Revelations,@martinruis7505,0,0,"[-0.07182997, 0.0011088671]"
How did they use lidar to see something that goes kilometers under the ground when everything I’m seeing says lidar can only penetrate a few centimeters?,@rhythmicunion3792,0,0,"[-0.016705709, -0.055720434]"
"Damn Joe WTF!! When did u sell soul to Elon? How much it cost? 🤦‍♂️. Used to Love this Podcast, but now even stuff non political he has to say” most comprehensive breakdown on X” Never heard Jamie or him announce where they found video before, who cares? Now he has to tell us it’s on X?",@Haveunerd,0,0,"[0.030258773, -0.0038735843]"
Lots history still out there... still on this oak island story. And more,@AyVision757,0,0,"[0.025068779, -0.021842465]"
Nah ...,@cremersalex,0,0,"[-0.008701012, -0.040956028]"
"Just to put things in perspective, they're saying the structures go up to 2km deep; that's over a MILE deep. These ancient pyramids were the tallest manmade structures on earth until the Lincoln Cathedral was made in 1311, almost 4 MILLENNIA later, and the tallest pyramid ONLY goes ~0.15km high. These structures underneath the pyramid are over THIRTEEN times deeper than the height of the pyramid that held the height record for over 3800 years. Even the current tallest building in the world isn't even 1km high, and even some of the current deepest structures barely surpass 2km and only did so in the last 25 years. If this turns out to be true, this would be one of the most astonishing ancient discoveries of all time, and it will completely rewrite history.",@Dremth,10,3,"[0.012348527, -0.02248269]"
"""Lidar""",@pokerace420,0,0,"[0.00023497986, -0.06983911]"
Man I cracked up at “chiropractor talk” 😂😂😂,@edgewizz862,0,0,"[0.02053221, -0.044298064]"
"""Detected"" using X-ray specs technology from an ad. in a 1960s comic and verified with screen grabs from a sound file fed into the Audacity viewed in the ""Spectral"" setting...then with April 1st days away... This is  evidence , all right!",@Hordebarraged,0,0,"[0.048359662, 0.01781923]"
Why do I have a feeling that they have known this for decades and just now telling us,@goodkarma69,0,0,"[0.014387307, -0.0006492129]"
Project blue beam is very very very weird,@immunity4soul,0,0,"[-0.011819506, -0.0051551927]"
Literally became the very person he hated for a decade of pods. All you young and new boomers hopping on the bandwagon as it's on flames is hilarious. Fooking goobers,@leavethekidsbehindalready,0,0,"[-0.0035736642, -0.011176224]"
"Mr B was just there will all access, hmmm",@jamesesslinger1976,0,0,"[0.0059393174, -0.01061733]"
"Some wealthy families ALWAYS knew about this, time to know all truth or eat the rich :)",@jamesesslinger1976,0,0,"[0.01431175, 0.013428232]"
Has the same been done with Aztec pyramids?,@Nozia_Outdoors,0,0,"[-0.029583277, -0.02247469]"
"How did the lidar oenetrate undergound? 🤔 I know it worked on the Amazon cause it was to find whats underneath the dense forest. But Underground? What have i missed? Or is it that the ""laser"" found contact with the pillars and keept going like sonar location?",@cbp117,0,0,"[-0.019883784, -0.05876909]"
"Zahi Hawass is the mouth of globalism in Zionist Egypt. So, obviously full of shit",@donmcclelland9736,0,0,"[-0.015553063, -0.016072778]"
They are not some sci fi megalethic structures. These are tombs and pathways leading from various spots. This is no surprise in the context of the many underground pathways and tombs all over the area.,@Cameldactyl,0,0,"[-0.05711275, -0.0070833033]"
My guess is that they were trying to earthquake proof,@RH-km6kq,0,0,"[-0.0056796167, -0.044216245]"
The minute Zahi Hawas says something isn’t true. I know it is.,@ConstanceToddSmithCreator,2,0,"[0.012683337, -0.014163796]"
What if they were just footings,@splitratchet6758,0,0,"[-0.0032570732, -0.03644863]"
"Pyramids were power plants, technology bestowed by the fallen angels.",@Milokitty-en5nb,0,0,"[0.025813581, -0.0047692866]"
They tapped the ether,@Shukashuka89,0,0,"[0.03419412, -0.011326501]"
They need to look under the myan pyramids too,@Shukashuka89,0,0,"[-0.013651538, -0.004953456]"
This shouldn't surprise anyone lol,@Shukashuka89,0,0,"[-0.07594334, -0.043308016]"
Power plant,@erixlast6020,0,0,"[-0.051255304, -0.016688852]"
It’s good they made it public before the significants could bury it!,@keithbott7978,0,0,"[-0.051154524, 0.008912725]"
We will never know the truth because the Egyptians are already getting mad because it will rewrite the history books as we know it,@McNuttDickerson,0,0,"[0.00990341, -0.03456516]"
You sure all you tubers aren’t just Parroting each other on this one ?,@doomsayer9195,0,0,"[-0.04608709, -0.013025938]"
"If the pyramids are raised 698 meters or whatever .. and the sphinx is on bedrock beside it.Then the sphinx is on a cliff, it was probably a mountain top shaved off to the shape of the sphinx, The level of the nile has raised dramatically due to the sand over thousands of years.The chambers below the sphinx are below the top of the mountain.And most definitely travel through the mountain below the sphinx, leading to the actual base of the pyramids.The pyramids are conductors, and the sphinx is how the energy is harnessed and used.",@haHa--01010,0,0,"[0.013441918, 0.02186352]"
IT WAS A NIKOLA TESLA STYLE WIFI POWER PLANT...look up the warden cliff project,@kingjellybean9795,0,0,"[-0.0056901076, -0.008483966]"
The worlds goverments have been lying to he people of the world about everything,@BigcountryReactions,0,0,"[-0.015356391, 0.014557872]"
We should start checking the other major pyramids around the world for this!!,@Die__Brad,0,0,"[-0.0053699804, -0.012654678]"
Joe can you bring Graham onto to give his take on it?,@BillsMafiaSuperFan,0,0,"[0.060959093, -0.0030691803]"
LIDAR ?,@jansmit799,0,0,"[0.034328744, -0.097794354]"
I think it's bullshit. They took that 'data' from the top down and it's supposed to be showing such depths? I find that hard to believe.,@ania5038,0,0,"[0.0013038245, -0.0064192344]"
"Here we go again. Idiots using their brains to ""think"" when they clearly weren't meant for that. Wows thanks Egyptians for creating oversized tombs so morons for generations to come can get to be engaged in cognitive activity",@lawrencekgampe5673,0,3,"[-0.005967883, 0.012139616]"
"Imagine, Biden was just a little kid when they built that. Wonder if he remembers what it was for",@luckyred1818,0,0,"[0.03374639, -0.046644]"
Tesla charging stations for spaceships. 😮,@robedmund9948,0,0,"[0.050923422, -0.027747877]"
"What happened to Joe Rogan this dude talks out of his ass now he didn’t even get the right technology, dude said LiDAR 😂😂😂😂",@Martha667,2,0,"[0.046881597, -0.079488434]"
"We all kinda know, deep down  that we are not the Creators only creation. It’s kinda arrogant to assume we are the only living intelligent life in our universe: on one little planet.",@Skiingafter50,0,0,"[0.031896017, 0.030203335]"
"I can’t believe people lack critical thinking, did you guys even look into the research paper? But I guess this is the same people that think the election was stolen. Think for yourself, Don’t be sheep.",@Martha667,1,0,"[-0.0041831196, 0.0040916777]"
"“Dude, this new pyramid shit that just came out…” 😂",@valavoort,0,0,"[-0.020562133, -0.04240494]"
"What if the pyramids are truly eons older than we thought, and the Egyptians just decided to repurpose them?",@MugglesBWare,0,0,"[0.024756586, 0.002103979]"
I was so interested in this. Was telling my girlfriend last night an when i googled it said this 💩 is fake news,@JayB3z,1,0,"[0.008368254, 0.034511667]"
We need to call Graham now,@zonedutopia,0,0,"[0.043238234, -0.025221743]"
Dig deeper...fake news,@user-sy9ke8cq1q,0,0,"[0.023816926, -0.0102998195]"
"Fake. Anyways remember the jfk files, Epstein files? No? Just focus on this fake image of a pyramid",@taxationistheftmemes,0,0,"[-0.0071460837, -0.025438298]"
The only reason is because Youtubers have going to the secret tunnel for the past 10 years?,@lendaryreviews,0,0,"[-0.057319846, -0.06263788]"
"Imagine if the pyramids were just pyramids, made some how by North Africans .",@paulgurnett7605,0,0,"[0.016635302, -0.01793177]"
"Joe, Seismic 3d surveys is the only technology that would allow a structure such as this claimed, to be 3d imaged.  This is what is used by oil companies to image oil reserves such as near salt domes. Electromagnetic waves do not have the depth of investigation to do this, Sound does. Surface features can be imaged using Lidar, Sar. Unless some crazy unproven technology has been invented since I retired.",@robertj8610,0,0,"[0.039128467, -0.03383478]"
Giants,@Indigenous74,0,0,"[-0.03716581, 0.028177373]"
"Distractions, Distractions, Distractions",@atbhill1606,0,0,"[-0.006752506, -0.037764836]"
Does Joe not know what LIDAR is? Hard to confuse with SAR.....,@methylene5,0,0,"[0.079545625, -0.062348053]"
"With every bit of information I take it in with healthy dose of skepticism (don’t recommend it for everyone) but this is something I desperately want to be true but is more than likely bs just based on common sense and common knowledge, that there is no fucking way this should have been possible for ancient civilizations to even do with there technology and engineering. There’s just no way",@zekegaeta9169,0,0,"[-0.014106064, 0.010433047]"
"If you read the book Rays of light, Jason shukar spoke of this years back",@makaingoma2879,0,0,"[0.0062577995, -0.026530199]"
That’s it four minutes? This should be a 15 minute segment at minimum.,@Ryan-ew9hb,0,0,"[0.047357064, -0.05872764]"
The Bible screams of a technological advanced civilization that was squashed when the Tower of Babel was built thinking they were going to be where God is.,@Die2liv,1,0,"[0.054232437, 0.0495258]"
emagine what 6 000 000 tons of brick does to the ground beneath during a earthquake!?,@06vamigre,0,0,"[-0.00442036, -0.051782817]"
Was at the pyramids the day this came out,@jamiesays7440,0,0,"[-0.02916991, -0.028360806]"
Am i dead? why is everyone acting like this is real?,@kingdomforkeflings,0,0,"[0.046561774, -0.022733774]"
I am telling you stargate was a documentary not a movie,@mattallen5335,0,0,"[0.018619519, -0.06908301]"
Egypt tourism be boomin,@zuralazishvili4494,0,0,"[0.010218179, -0.041975558]"
Way older than anything in India.,@dan8910100,0,0,"[0.022939026, 0.006239219]"
Does no one really see the similarities to the Chernobyl dome?,@kikatay,0,0,"[-0.0051659127, -0.026592307]"
So Billy Carson was speaking truth.,@s3rp3nth3ad5,0,1,"[0.051533226, 0.0016577526]"
Lidar can’t penetrate ground. I believe it only penetrates vegetation and water,@Corey-io3yl,0,0,"[6.4790016e-05, -0.06135999]"
"Yea we all know it must be true if you just ""Trust the science"". Look at the ""images"". They're just big red blobs and they're saying oh look they're massive coils😂😂😂 foh.",@tomcruze7898,0,0,"[-0.009543718, 0.051269874]"
This definitely settles it. It was a machine of some kind.,@kevinheine1428,0,0,"[-0.020156885, 0.009087353]"
Apparently LIDAR is used to map the surface and not anything underground.,@coomr419,0,0,"[-0.010480463, -0.061630856]"
"Avoid exploring under them. If its futuristic tech, then we're already more advanced than we should be in a short timeframe. Also, we could be exposed to unknown diseases/illness. Remember what happened to the Natives when the Europeans arrived and took over? Yeah, finding unknown life could be a huge disaster. 0:13 0:38 0:48 1:13 2:12 3:13 I need to cover this topic...",@SulliP1492,0,0,"[-0.023639675, -0.008414225]"
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,"[-0.039520875, -0.023938293]"
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,"[-0.039520875, -0.023938293]"
Get Graham Hancock in that studio 😂.He was once banned from the pyramid for talking about power plant..Egyptologists should apologize to him,@kojakgichigi6733,0,0,"[-0.039520875, -0.023938293]"
Where are they coming up with these underground structures? They are nowhere to be found in the paper he references only a couple of interpreted underground ramps.,@lukemacmillan4030,0,0,"[-0.04158104, -0.03415909]"
Joe is exactly the right kind of idiot to believe a thing like this.,@carlsaischa,0,0,"[0.028573807, 0.025556635]"
Agypt is so broke. We might finally get access and they new money,@t.r.2283,0,0,"[0.03910972, 0.03635433]"
Wow,@SulliP1492,0,0,"[-0.030021762, -0.0019103346]"
Another fake news.,@SzilardBuzas-qp7uo,0,0,"[0.010661054, -0.011978875]"
Assassin's creed was real all along.,@Deibbito,0,0,"[-0.038405973, -0.017653571]"
"Can we not switch off the matrix thing by mistake 😂😂😂 please .... we know nothing is real, and we f around now we're about to find out 😅",@FarKingMJ,0,0,"[0.0129401535, 0.038046572]"
Its to ground the electricity same principle we use today,@S0ULOFLIGHT,0,0,"[-0.021467699, 0.008909262]"
Not lidar it’s a new scan with … etc you’ll see vibrations is key in the scan. .. but it’s it weird we don’t scan our ocean……..  how these under ground pyramids   Were.  What’s under what’s above. Hmmm 🤔 question everything,@412Hustlin,0,0,"[0.03138627, -0.025554158]"
"Guys, it's all untrue.  There is no proof of mile-long columns or anything of the sort.  They did scans of the pyramids long ago and they've found nothing like what the TikTok videos are claiming.  I think what's most impressive is the way that they flood social media with all of these pyramid rumor videos in such a coordinated fashion.  I'm not sure what it is -- is it just a decently media company that's doing it or is it a government agency?",@sundarpichai940,0,0,"[-0.028222328, -0.027879084]"
The white men couldn’t take the pyramids with them to England because it was heavy so they left it lol.,@Shaba.,0,0,"[0.007457988, -0.040500045]"
So there is a powerful technology called liedar that can x-ray ground 😱,@dwightlake1019,0,0,"[0.0053898445, -0.04421944]"
"People calling SAR LIDAR is really misleading. Probably for a reason, folks.",@BlenderHelixAlpha,0,0,"[0.052321184, -0.030987712]"
What's the bet they mined the material from under the pyramid to make the pyramid. Just thinking where did all the materiel go when they dug the shaft.,@MrTitPulla,0,0,"[-0.037229937, 0.03692119]"
Horseshit,@alexmcdonnell7724,0,0,"[-0.04987949, -0.024699746]"
ancient greeks were a joke compared to ancient egyptians,@emotionalvideos6897,0,0,"[0.02115378, 0.0019571611]"
Why was I not following?,@wutkillzyt401,0,0,"[0.007841275, -0.019546079]"
Lidar looks like crap and find anything you want it to,@etemytradel4509,0,0,"[-0.021947578, -0.060636424]"
This guest did not even know who Hawass was.,@theokleoudis4967,0,0,"[0.0155578, -0.015872499]"
Dig it up,@jacobmathis5686,0,0,"[-0.06918296, -0.0053368546]"
Wait until yall realize whats in the pyramids and that the bible is real,@loitersquadX,0,0,"[-0.019057756, -0.00082572893]"
Zahi Hawas is at the forefront of denial only because all evidence points that these structures actually have nothing to do with “Egyptian” archaeology. The ancient Egyptians were settlers of the land post-flood. The evidence of these structure continue to point to  pre-flood architecture,@CamaroMan514,0,0,"[-0.006119611, -0.030604297]"
"LiDAR technology is primarily used for mapping surface features and can be incredibly effective in penetrating vegetation to map the ground beneath forest canopies. However, its ability to penetrate the ground itself, such as soil or sand, is very limited. The primary reason for this limitation is that the laser pulses used in LiDAR are generally absorbed or reflected by the surface of the ground, preventing significant penetration into the soil.",@Stradz-ml9po,0,1,"[7.435541e-05, -0.071752384]"
what the twitter account he was referencing?,@SweetSpot909,0,0,"[0.01610681, -0.025428917]"
no way lidar can capture 600m down,@Hangover69420,0,0,"[0.028484039, -0.0650231]"
Zawi Hawass is a Gatekeeper and will discredit anything and everything that goes against their narrative that Egyptians built everything.,@allamerican3100,0,0,"[0.0077617033, -0.0073670037]"
So now we know what the Hebrew slaves were working on when Moses was led by God to free them from Pharoah.  And I wonder how close they were to actually producing free energy when all of the Egyptians were destroyed by the plagues and the remainder of soldiers were buried beneath the parted waters.  This puts quite a twist on that whole story about Moses.,@sandraromero5899,0,0,"[0.0075818887, 0.0283437]"
Sick Sleep Token shirt,@robertkleinschmidt1029,1,0,"[-0.03103047, 0.056361146]"
we eventually discovered that the pyramids were just the tops to even larger massed buildings and the Egyptians didn't bury their pharaohs they put them at the top of the buildings to get hot and dry out like raisins,@matts7726,0,0,"[0.025781492, -0.014986389]"
Pillars of the Earth maybe?,@sobasically100,0,0,"[-0.022026941, -0.04217539]"
3:23 looks like a battery,@DavidMcLaughlin-g1v,0,0,"[0.0052310326, 0.02462449]"
Have you not watched to mummy first 2 movies. They were telling us something.,@israelsilva6223,0,0,"[-0.0409891, -0.0026024403]"
I thought this was fake until Zawi Hawass agreed with me.,@Amadeus.Amadeus,0,0,"[-0.017109472, 0.0147666875]"
Energy or military.,@Alexalvgon,0,0,"[0.01880707, -0.0055763074]"
Your all a bunch of fuckwits! OMG. Fake as fuck and your all jumping on it with no evidence but these people said so.,@ophirpete,1,0,"[-0.0286657, -0.034889456]"
This info is all complete bs. Just like Rogan to push false info,@Shep2345,1,0,"[0.027674012, -0.02764231]"
Un saludo desde Bolivia 🇧🇴,@JureAguilar,0,0,"[0.009335884, -0.006525731]"
"Por favor si pueden traducir al español, soy de Sudamérica - Bolivia",@JureAguilar,0,0,"[0.013324711, -0.011072115]"
Fake News Joe,@GlennInLaguna,1,0,"[0.024212625, -0.009930986]"
@MyLunchBreak where you at? We've got steampunk Egyptians!!!,@MattRMan,0,0,"[-0.05424021, -0.032310896]"
Zahi Hawass will deny it all,@someonezmom,0,0,"[-0.034963317, -0.022147283]"
Stargate,@JSnipes-nb7uy,0,0,"[0.009008099, -0.05176297]"
The scientific paper that came out HAS NOT BEEN PEER REVIEWED BY ANYONE! It's basically just a published paper that does not discuss the details of how the data was evaluated. Do your research folks!,@DeconstructedWithJosh,1,1,"[0.02867878, 0.010185856]"
"At this rate, we need to take a look at the back of the declaration of independence",@AmericanGutierrez18,0,0,"[0.0070309658, 0.016753579]"
it’s called a caisson,@Monewood,0,0,"[0.011214056, -0.042087864]"
Dumb people,@Fox_Hound555,1,0,"[-0.03674577, -0.006872822]"
Why is nobody really talking about this?,@Penkila,0,2,"[-0.009030998, -0.014584529]"
"I don’t think i want to open tunnels   That were buried with 6 Million ton of rock , there had to be a reason 👀🤷‍♂️",@joshjeffery3652,0,0,"[-0.0071557346, -0.036370676]"
I need the measurements in feet and miles...please.😮,@shimmerelle,1,0,"[0.0043651657, -0.005685939]"
"This is catnip for Rogan. Personally, I’m waiting for additional proof before getting excited.",@steelydan449,0,0,"[0.01549463, -0.024087867]"
Looking more and more like an energy source or weapon....,@skrillaforilla9665,0,0,"[-0.010892723, 0.019089807]"
They were unable to explore the underground caverns because they’re filled with deadly cats. They’re sending me and my team in to secure the area. I will be taking over 14 battle dogs to fight the deadly cat army.,@LarryHotd0gss,1,0,"[-0.03413623, -0.029808998]"
Tiny hats,@moffettRL2727,0,0,"[-0.02363983, -0.070270106]"
600 meters. Not kilometers,@DomesticTruther,0,0,"[0.03035031, -0.03358723]"
They are the Pistons for our engine. Spaceship Earth won't move itself.,@assurhex1449,0,0,"[0.048654884, 0.013571443]"
Take a look at the blueprints for wardenclyffe tower and tell me tesla didn't know more than we've been allowed to know and ask yourself the more important question why wasn't he allowed to complete it ?,@sagemagick,1,0,"[-0.0015195378, -0.015665157]"
"This paper’s basically a high-tech mirage. It waves around real scientific terms and tools to dress up what is, at best, a speculative thought experiment… and at worst, fringe pseudoscience in a shiny jacket. The frustrating part is it distracts from real science. Projects like ScanPyramids are doing incredible, careful work with muon tomography and actually are discovering unknown voids—without yelling “ancient alien subway system” from the rooftops. This paper’s noise makes the legit stuff harder for the public to trust. This isn’t cutting-edge remote sensing—this is what happens when someone Googles a bunch of radar and tomography terms, stacks them into a paper, and hits “Submit.” It sounds legit to a lay reader, but a trained eye sees how flimsy the foundation really is. SAR data typically doesn’t go deep—especially not through dense stone and layered sediment like Giza limestone. It reflects off surfaces; it’s not really ""X-ray vision."" You're not peeking into the center of a 4,500-year-old pyramid like Superman. They didn’t cross-check with muon scans or ground-penetrating radar (GPR), which have already been done in the pyramid. For context: The ScanPyramids project found a few unknown voids in 2017 using muography—a much more cautious and transparent study. Nothing like a full-blown city or multi-level tunnel network. And the kicker: Corrado Malanga, co-author, is known for writing about alien abductions, consciousness theory, and interdimensional beings. Again—not a disqualifier, but it's... relevant context.",@hellhoud2825,8,2,"[0.009665665, 0.012417622]"
It’s not weird!! It’s proving what EVERYONE knows!! History is BS!!! ALL LIES!!! When you knowingly don’t let things be known YOURE LIEING!!!,@t-towntransparency8850,0,0,"[-0.034802787, -0.01639093]"
Not weird. Expected. You hide history. JFK Mossad.,@LOWDRAGVALHALLA,0,0,"[-0.036488403, -0.04960235]"
Go read the actual report from 2022 about this. It doesn't mention anything about pillars.,@bghiggy,1,0,"[0.042801417, -0.03155865]"
SAR (Synthetic Aperture Radar),@gravehunter5236,0,0,"[0.014487646, -0.030270938]"
The pyramid is the power generator and the space way below it is a battery 🔋,@Saiyajin47621,0,0,"[0.020281598, 0.0040949327]"
"The granite open sarcophagus shaped box within the Kings chamber, was actually used to hold liquid mercury. Not one hieroglyph or cuneiform letter was discovered inside any of the pyramids at Giza. We're assuming the Egyptian authorities are correct when they say that the pyramids at Giza were built during Khufu or Sneferu. So the Nile River was involved in the construction of the pyramids. The Sphinx was built tens of thousands of years prior to the pyramids",@kpatcharette21582,1,0,"[0.03393973, 0.03769728]"
"I am skeptical of the whole thing.  The Italian researchers Malanga and Biondi have some explaining to do.  I also seriously doubt the LIDARs they use can provide that kind of penetration through meters and meters of rocks.  I would like it to be true, however, until other teams can verify the results, it's just another fake news day on the Internet.",@stefanx5470,0,0,"[-0.00023309229, -0.016860846]"
"LADAR?  L, as in LAZER.  I have doubts of ground penetrating LAZERs",@drawingdead9025,0,0,"[0.008997877, -0.08234159]"
"A liar talking to a bigot, no thanks. What shite",@stevedalton9952,0,0,"[0.0493071, -0.0126856435]"
Swamp gas,@coryfeldman-hz2yj,0,0,"[-0.022967223, -0.014759544]"
Graham Hancock? Well that makes this credible,@warneraudio,0,0,"[-0.0008798981, 0.018477224]"
There arnt any structures. Egyptologist have already completed ground based digs into the bedrock. This is another stupid conspiracy,@johncandy6508,0,0,"[-0.036517136, -0.022631738]"
Call Indiana jones,@J.conway1,0,0,"[0.020477792, -0.055912595]"
https://youtu.be/5NSN3qOXhAs?si=DemYZHrhNWNEGpQE,@mattematico,0,0,"[0.007728051, -0.0015478062]"
Joe started drooling after this,@flvyu,0,0,"[0.0171857, -0.011577977]"
Never heard of such sh1t in all my life 😂😂😂,@silent1982,0,0,"[-0.01482622, -0.05601185]"
I think i smell shite,@peterross1588,0,0,"[0.03380031, -0.0039096945]"
"Eh, I'm not seeing how they've gone from colors on a waterfall display, to a CAD model.  The people developing the technique have an interest in making the technique seem impressive, and generating buzz for it.  Egypt has an interest in keeping the mythology alive that they're acktually decedents of a super-special-advanced civilization....to find out that they are not, would be detrimental to them.  Look at the pace of archaeology in Egypt...it's almost as if they want to string it out as long as possible.  The longer they keep ""theories"" alive, rather than putting them to rest....the longer people stay interested.  I mean, they've talked about a chamber below the Sphinx for years....but have they investigated that?  One could see that as a conspiracy.....or as a way of maintaining tourism.Don't get me wrong....I WANT it to be something interesting....but I think it's really just a bunch of people that have their own self interests.",@42anon427,0,0,"[-0.0141486125, -0.005907034]"
Pyramids are 50000years old or older,@valdetismajli7918,0,0,"[6.813042e-05, -0.036215223]"
"Im sorry this is such bs , cant find an actual reliable source anywhere",@RedWall-zz1me,0,0,"[0.037773225, -0.021234026]"
I don't know about you niggas but this finding scares the shit out of me!What does it even mean to have the power to go that deep into the earth moving that amount of earth out of the way and build these colossal structures at that depth!? Who were these Anunnaki gods!? What did they even look like with all that POWER!??They must have been GOD on earth!Only God knows!Fear the Lord!🙏🔥🔥🔥,@BabaMakhanya,0,0,"[-0.037858076, -0.022642136]"
Bauval and Hancock napping on the riverbank ...😌,@tm75_88,1,0,"[-0.052163333, 0.021276733]"
Its called the Book of ENOCH that they took out of the bible! The FALLEN Angels are bound with chains by God long ago. But thhhheeeyyy heeereeee! Its coming! Bow your knees to CHRIST now or later,@Gogetter1984,0,0,"[-0.002935779, -0.0106970165]"
Nice to moronic abrahamic religions being dismantled by history and science,@justmusic3441,0,0,"[-0.01724335, -0.009624892]"
Corrado Malanga the best,@filippoastore3885,0,0,"[-0.014090044, 0.003912158]"
"Another conspiracy theory about to be realised. If we used lidar all over the earth, we would need to rewrite history! The ancient Egyptians were pretty handy with their hammer and chisels... 🤪",@kellisonline,0,0,"[-0.009056642, -0.04736043]"
Guess that’s where we will find the Scorpion Kings bracelet 😂,@phildunphy1914,2,0,"[-0.06824315, 0.0038739722]"
"Guys i'm italian like the reserchers and here scientist already found out that they made up those ""Proof and result"". Don't believe those scientist, they are fake with an youtube account speaking about alien and other bullshit. They use the wrong instrument to search under earth and made up the final lecture of those instrument. The entirety of their studies is fake.",@andreab.4532,0,0,"[-0.03411988, -0.015427608]"
If this is truly the case and these structures extend 2 kilometres down. We can now without a doubt rule out the ancient Egyptians creating the pyramids. If it wasn’t already abundantly clear. 😂,@christopherpaulo6818,0,0,"[0.018189007, 0.002258786]"
Really bro?! What a FAKE!😂😂,@chamous87,0,0,"[-0.017414268, -0.023195578]"
People will believe anything they want to be true. This is Idiocracy-level garbage.,@TrumpRDR2,0,2,"[-0.028937697, 0.038621053]"
How did Mr Beast miss this? Guess he needs to go back.,@Eaglemadhatter,0,0,"[-0.02403089, 0.022929853]"
"I'm gonna push back on this a bit.  SAR technology is affected by water; the water table on the Giza Plateau sits around 40~m above sea level, about 15m below the surface ish.  The Subterranean Chamber is 30m below surface; and apparently beyond the reach of SAR. Not to mention there's a giant city on top of the Giza Plateau.  As cool as this is, I think it's horseshit.",@creates16,1,0,"[-0.018923443, -0.026958462]"
Maybe they were some storage units,@Master_Great_Oogway,0,0,"[-0.016669478, -0.02192933]"
"Gotta have a strong foundation and sand isn’t it. So they made it stable, that’s why the pyramids are still here.",@UnkyJosh420,0,0,"[0.0006085321, -0.036432177]"
I always knew it was a power factory for free energy that connected with others like the free energy that Tesla wanted to create,@Sundance94,0,0,"[-0.009157401, 0.048899837]"
"Lidar is only reliable up to 3-4 metres underground , this could not be seen by lidar down to the depths that have been mentioned",@wilarmstrong9705,0,0,"[0.020390391, -0.054371472]"
Am I the only one who’s thinking of April fools? 😅,@PimSomsen,0,0,"[-0.005881372, 0.012453407]"
They were Tesla chargers for larger vessels,@zuse8831,0,0,"[0.016252127, 0.0062197438]"
"Plumbing, Magnetic Power, or Electricity.The Nile has always had flooding issues so having the ability to pump massive amounts of water during the dry years to avoid starvation.Magnetic force somehow converting the earths energy into a power source. Don know how or what but magnetic go with electricity just like our modern devices.I remember when king tuts sarcophagus was analyzed they found groves from a drill that cut into the block. Hand drilling a block that large and heavy would take forever. Having an electric drill with strong enough bits could accomplish something like this in a more reasonable timeframe.Wow I’m excited, start digging boys.",@jesselozano5124,0,0,"[-0.0423183, 0.012983421]"
"im italian , and i can assure you that everything that has been said is totally bs. the research done by these Italian researchers was not done according to the scientific method and there is no WRITTEN and PUBLISHED research, so please do not believe this bullshit",@FrancescoPolcari,0,0,"[-0.0071082525, -0.017569121]"
They need to lidar other piramid in america,@deanhyman8622,0,0,"[0.013858101, -0.063723296]"
Do people not know how lidar works?,@Sinis.terOn42,0,0,"[0.0033784707, -0.056304004]"
Im going out on a limb and Im going to say they either for water ... Or for Earthquake stabalization,@privatesouthafrica1112,0,0,"[0.013512154, -0.043008164]"
